Symbol,Name,Exchange,MarketCap,Sector,Industry,LastPrice,Volume,IsOTC
"BRBI","BRBI BR Partners S.A. ADSs","NASDAQ",695810026,"","",13.8783,,false
"LANDO","Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock","NASDAQ",695399104,"","",18.66,,false
"EMBC","Embecta Corp. Common Stock","NASDAQ",695132551,"","",11.88,,false
"UXIN","Uxin Limited ADS","NASDAQ",694790329,"","",3.37,,false
"ORRF","Orrstown Financial Services, Inc. Common Stock","NASDAQ",690646433,"","",35.42,,false
"PRAA","PRA Group, Inc. Common Stock","NASDAQ",690183169,"","",17.69,,false
"GSBC","Great Southern Bancorp, Inc. Common Stock","NASDAQ",688810969,"","",61.56,,false
"DNUT","Krispy Kreme, Inc. Common Stock","NASDAQ",688626000,"","",4.02,,false
"TIPT","Tiptree Inc. Common Stock","NASDAQ",685128051,"","",18.27,,false
"HSTM","HealthStream, Inc. Common Stock","NASDAQ",684443921,"","",23.07,,false
"GPRE","Green Plains Inc. Common Stock","NASDAQ",684383412,"","",9.8,,false
"APEI","American Public Education, Inc. Common Stock","NASDAQ",683614134,"","",37.8,,false
"ALTI","AlTi Global, Inc. Class A Common Stock","NASDAQ",680471651,"","",4.64,,false
"GYRE","Gyre Therapeutics, Inc. Common Stock","NASDAQ",680112088,"","",7.06,,false
"KE","Kimball Electronics, Inc. Common Stock","NASDAQ",677093259,"","",27.82,,false
"CGNT","Cognyte Software Ltd. Ordinary Shares","NASDAQ",676388195,"","",9.4,,false
"MCBS","MetroCity Bankshares, Inc. Common Stock","NASDAQ",676256743,"","",26.54,,false
"PROK","ProKidney Corp. Class A Ordinary Shares","NASDAQ",673869009,"","",2.24,,false
"IBCP","Independent Bank Corporation Common Stock","NASDAQ",673109199,"","",32.53,,false
"DJCO","Daily Journal Corp. (S.C.) Common Stock","NASDAQ",671391485,"","",487.32,,false
"SPT","Sprout Social, Inc Class A Common Stock","NASDAQ",667063963,"","",11.27,,false
"NEWTP","NewtekOne, Inc. Depositary Shares, Non-Cumulative Perpetual Preferred Stock, Series B","NASDAQ",665849261,"","",23.0499,,false
"NEWTI","NewtekOne, Inc. 8.00% Fixed Rate Senior Notes due 2028","NASDAQ",663313303,"","",25.2001,,false
"CMPS","COMPASS Pathways Plc American Depository Shares","NASDAQ",662517604,"","",6.9,,false
"SMBC","Southern Missouri Bancorp, Inc. Common Stock","NASDAQ",662273414,"","",59.12,,false
"NEWTG","NewtekOne, Inc. 8.50% Fixed Rate Senior Notes due 2029","NASDAQ",662126187,"","",25.155,,false
"ADAM","Adamas Trust, Inc. Common Stock","NASDAQ",659246765,"","",7.3,,false
"ORGO","Organogenesis Holdings Inc. Class A Common Stock","NASDAQ",657404896,"","",5.18,,false
"NEWTZ","NewtekOne, Inc. 5.50% Notes Due 2026","NASDAQ",654034319,"","",25.19,,false
"LYEL","Lyell Immunopharma, Inc. Common Stock","NASDAQ",653096719,"","",30.78,,false
"KRNT","Kornit Digital Ltd. Ordinary Shares","NASDAQ",651809493,"","",14.38,,false
"RILYN","B. Riley Financial, Inc. 6.50% Senior Notes Due 2026","NASDAQ",648672594,"","",21.27,,false
"DBVT","DBV Technologies S.A. American Depositary Shares","NASDAQ",648381619,"","",19.17,,false
"DGICB","Donegal Group, Inc. Class B Common Stock","NASDAQ",648189214,"","",17.69,,false
"TCMD","Tactile Systems Technology, Inc. Common Stock","NASDAQ",647731878,"","",29,,false
"IMSR","Terrestrial Energy Inc. Common Stock","NASDAQ",646330782,"","",6.11,,false
"CTKB","Cytek Biosciences, Inc. Common Stock","NASDAQ",645717392,"","",5.05,,false
"TBLD","Thornburg Income Builder Opportunities Trust Common Stock","NASDAQ",644845848,"","",20.1,,false
"VTYX","Ventyx Biosciences, Inc. Common Stock","NASDAQ",644368501,"","",9.03,,false
"MGTX","MeiraGTx Holdings plc Ordinary Shares","NASDAQ",639902568,"","",7.95,,false
"DCBO","Docebo Inc. Common Shares","NASDAQ",637913981,"","",22.2,,false
"SHEN","Shenandoah Telecommunications Co Common Stock","NASDAQ",634622487,"","",11.56,,false
"KRUS","Kura Sushi USA, Inc. Class A Common Stock","NASDAQ",633793591,"","",52.33,,false
"ICHR","Ichor Holdings Ordinary Shares","NASDAQ",633701377,"","",18.43,,false
"CRSR","Corsair Gaming, Inc. Common Stock","NASDAQ",633056747,"","",5.94,,false
"NB","NioCorp Developments Ltd. Common Stock","NASDAQ",632611843,"","",5.3,,false
"BHFAM","Brighthouse Financial, Inc. Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D","NASDAQ",631170236,"","",11.04,,false
"SPFI","South Plains Financial, Inc. Common Stock","NASDAQ",630416153,"","",38.8,,false
"FISI","Financial Institutions, Inc. Common Stock","NASDAQ",627469119,"","",31.17,,false
"PRME","Prime Medicine, Inc. Common Stock","NASDAQ",626371983,"","",3.47,,false
"IHRT","iHeartMedia, Inc. Class A Common Stock","NASDAQ",624659443,"","",4.16,,false
"GOGO","Gogo Inc. Common Stock","NASDAQ",623761234,"","",4.66,,false
"SSYS","Stratasys, Ltd. Ordinary Shares (Israel)","NASDAQ",623072187,"","",8.68,,false
"KROS","Keros Therapeutics, Inc. Common Stock","NASDAQ",620289165,"","",20.36,,false
"FCBC","First Community Bankshares, Inc. (VA) Common Stock","NASDAQ",617761746,"","",33.73,,false
"RILYG","B. Riley Financial, Inc. 5.00% Senior Notes due 2026","NASDAQ",616345704,"","",20.21,,false
"ACIC","American Coastal Insurance Corporation Common Stock","NASDAQ",615905764,"","",12.63,,false
"BVS","Bioventus Inc. Class A Common Stock","NASDAQ",615758312,"","",7.44,,false
"HIVE","HIVE Digital Technologies Ltd. Common Shares","NASDAQ",613296955,"","",2.58,,false
"BTBT","Bit Digital, Inc. Ordinary Shares","NASDAQ",611745431,"","",1.89,,false
"CGEM","Cullinan Therapeutics, Inc. Common Stock","NASDAQ",611439281,"","",10.35,,false
"HIFS","Hingham Institution for Savings Common Stock","NASDAQ",609775704,"","",283.96,,false
"AEHR","Aehr Test Systems Common Stock","NASDAQ",605833052,"","",20.19,,false
"ENGN","enGene Holdings Inc. Common Stock","NASDAQ",604871489,"","",9.03,,false
"WYFI","WhiteFiber, Inc. Ordinary Shares","NASDAQ",604507826,"","",15.8,,false
"BCAL","California BanCorp Common Stock","NASDAQ",603463894,"","",18.67,,false
"ASST","Strive, Inc. Class A Common Stock","NASDAQ",601826904,"","",0.738,,false
"MNRO","Monro, Inc. Common Stock","NASDAQ",601593986,"","",20.04,,false
"TALK","Talkspace, Inc. Common Stock","NASDAQ",601331730,"","",3.63,,false
"ANNX","Annexon, Inc. Common Stock","NASDAQ",600556676,"","",5.02,,false
"NWPX","NWPX Infrastructure, Inc. Common Stock","NASDAQ",600507091,"","",62.49,,false
"OFIX","Orthofix Medical Inc. Common Stock (DE)","NASDAQ",600330830,"","",15.16,,false
"SSSSL","SuRo Capital Corp. 6.00% Notes due 2026","NASDAQ",597183565,"","",24.9992,,false
"DRUG","Bright Minds Biosciences Inc. Common Stock","NASDAQ",595896974,"","",78.04,,false
"AOSL","Alpha and Omega Semiconductor Limited Common Shares","NASDAQ",595517325,"","",19.81,,false
"HPK","HighPeak Energy, Inc. Common Stock","NASDAQ",595282821,"","",4.74,,false
"ECX","ECARX Holdings Inc. Class A Ordinary shares","NASDAQ",594655645,"","",1.72,,false
"ASPI","ASP Isotopes Inc. Common Stock","NASDAQ",592994653,"","",5.35,,false
"SHBI","Shore Bancshares Inc Common Stock","NASDAQ",590985046,"","",17.68,,false
"OWLS","OBOOK Holdings Inc. Class A Common Shares","NASDAQ",590362842,"","",6.68,,false
"NRIM","Northrim BanCorp Inc Common Stock","NASDAQ",587832675,"","",26.61,,false
"WHFCL","WhiteHorse Finance, Inc. 7.875% Notes due 2028","NASDAQ",587582940,"","",25.2799,,false
"POET","POET Technologies Inc. Common Shares","NASDAQ",576097085,"","",6.33,,false
"IVVD","Invivyd, Inc. Common Stock","NASDAQ",575813400,"","",2.47,,false
"LPTH","LightPath Technologies, Inc. Class A Common Stock","NASDAQ",575425912,"","",10.8,,false
"CRVS","Corvus Pharmaceuticals, Inc. Common Stock","NASDAQ",575050414,"","",7.7,,false
"BWMN","Bowman Consulting Group Ltd. Common Stock","NASDAQ",573660720,"","",33.02,,false
"MYGN","Myriad Genetics, Inc. Common Stock","NASDAQ",573264390,"","",6.15,,false
"ALRS","Alerus Financial Corporation Common Stock","NASDAQ",571947264,"","",22.52,,false
"FWDI","Forward Industries, Inc. Common Stock","NASDAQ",571497064,"","",6.61,,false
"LYTS","LSI Industries Inc. Common Stock","NASDAQ",569619840,"","",18.32,,false
"THAR","Tharimmune, Inc. Common Stock","NASDAQ",569339727,"","",3.03,,false
"CBRL","Cracker Barrel Old Country Store, Inc Common Stock","NASDAQ",567133613,"","",25.4,,false
"PACB","Pacific Biosciences of California, Inc. Common Stock","NASDAQ",564566896,"","",1.87,,false
"LBRX","LB Pharmaceuticals Inc Common Stock","NASDAQ",563158011,"","",22.26,,false
"WASH","Washington Trust Bancorp, Inc. Common Stock","NASDAQ",562482329,"","",29.55,,false
"CWCO","Consolidated Water Co. Ltd. Ordinary Shares","NASDAQ",562216847,"","",35.29,,false
"PLAY","Dave & Buster's Entertainment, Inc. Common Stock","NASDAQ",562167096,"","",16.21,,false
"APPS","Digital Turbine, Inc. Common Stock","NASDAQ",560744495,"","",5,,false
"ANGI","Angi Inc. Class A Common Stock","NASDAQ",557936935,"","",12.93,,false
"GAIN","Gladstone Investment Corporation Business Development Company","NASDAQ",553860920,"","",13.97,,false
"LX","LexinFintech Holdings Ltd. American Depositary Shares","NASDAQ",550221648,"","",3.27,,false
"MAMA","Mama's Creations, Inc. Common Stock","NASDAQ",548413462,"","",13.49,,false
"IRWD","Ironwood Pharmaceuticals, Inc. Class A Common Stock","NASDAQ",548227040,"","",3.37,,false
"NHPAP","National Healthcare Properties, Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock","NASDAQ",544939724,"","",19.17,,false
"CASS","Cass Information Systems, Inc Common Stock","NASDAQ",543259264,"","",41.52,,false
"MBUU","Malibu Boats, Inc. Class A Common Stock","NASDAQ",542382273,"","",28.21,,false
"MSBIP","Midland States Bancorp, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A","NASDAQ",539224059,"","",25.02,,false
"ASMB","Assembly Biosciences, Inc. Common Stock","NASDAQ",537940931,"","",34.01,,false
"SABR","Sabre Corporation Common Stock","NASDAQ",537043442,"","",1.36,,false
"SLS","SELLAS Life Sciences Group, Inc. Common Stock","NASDAQ",537007241,"","",3.77,,false
"KYTX","Kyverna Therapeutics, Inc. Common Stock","NASDAQ",536997748,"","",9.4,,false
"FIP","FTAI Infrastructure Inc. Common Stock","NASDAQ",536117465,"","",4.61,,false
"DSGN","Design Therapeutics, Inc. Common Stock","NASDAQ",534320041,"","",9.38,,false
"STEX","Streamex Corp. Common Stock","NASDAQ",533634007,"","",3.03,,false
"TMCWW","TMC the metals company Inc. Warrants","NASDAQ",533404738,"","",1.29,,false
"HCKT","Hackett Group Inc (The). Common Stock","NASDAQ",532577898,"","",19.63,,false
"AUTL","Autolus Therapeutics plc American Depositary Share","NASDAQ",529625139,"","",1.99,,false
"TRNS","Transcat, Inc. Common Stock","NASDAQ",529200813,"","",56.73,,false
"ANGO","AngioDynamics, Inc. Common Stock","NASDAQ",529005997,"","",12.84,,false
"FEIM","Frequency Electronics, Inc. Common Stock","NASDAQ",526428514,"","",53.84,,false
"BLMN","Bloomin' Brands, Inc. Common Stock","NASDAQ",525789451,"","",6.17,,false
"ABSI","Absci Corporation Common Stock","NASDAQ",524796643,"","",3.49,,false
"NHPBP","National Healthcare Properties, Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock","NASDAQ",522482636,"","",18.38,,false
"VLGEA","Village Super Market, Inc. Class A Common Stock","NASDAQ",522199071,"","",35.395,,false
"BWBBP","Bridgewater Bancshares, Inc. Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A","NASDAQ",522178977,"","",18.93,,false
"VNDA","Vanda Pharmaceuticals Inc. Common Stock","NASDAQ",521232277,"","",8.82,,false
"CCAP","Crescent Capital BDC, Inc. Common stock","NASDAQ",519744948,"","",14.05,,false
"UNTY","Unity Bancorp, Inc. Common Stock","NASDAQ",519240044,"","",51.72,,false
"MGPI","MGP Ingredients, Inc.","NASDAQ",517451855,"","",24.3,,false
"CEVA","CEVA, Inc. Common Stock","NASDAQ",516863164,"","",21.52,,false
"GOOD","Gladstone Commercial Corporation Real Estate Investment Trust","NASDAQ",516440324,"","",10.67,,false
"AROW","Arrow Financial Corporation Common Stock","NASDAQ",516293024,"","",31.4,,false
"VSTM","Verastem, Inc. Common Stock","NASDAQ",515510766,"","",7.72,,false
"NPCE","Neuropace, Inc. Common Stock","NASDAQ",514271413,"","",15.44,,false
"IBEX","IBEX Limited Common Shares","NASDAQ",514176742,"","",38.18,,false
"PRTA","Prothena Corporation plc Ordinary Shares","NASDAQ",514076328,"","",9.55,,false
"FFIC","Flushing Financial Corporation Common Stock","NASDAQ",512418904,"","",15.17,,false
"BETR","Better Home & Finance Holding Company Class A Common Stock","NASDAQ",511396466,"","",32.58,,false
"RBBN","Ribbon Communications Inc. Common Stock","NASDAQ",508606819,"","",2.88,,false
"NAGE","Niagen Bioscience, Inc. Common Stock","NASDAQ",507567044,"","",6.36,,false
"ARKO","ARKO Corp. Common Stock","NASDAQ",505895732,"","",4.54,,false
"ZVRA","Zevra Therapeutics, Inc. Common Stock","NASDAQ",504425914,"","",8.96,,false
"ACNB","ACNB Corporation Common Stock","NASDAQ",502105660,"","",48.35,,false
"FMNB","Farmers National Banc Corp. Common Stock","NASDAQ",501540398,"","",13.32,,false
"CV","CapsoVision, Inc. Common Stock","NASDAQ",500754075,"","",10.69,,false
"LENZ","LENZ Therapeutics, Inc. Common Stock","NASDAQ",500639504,"","",16,,false
"GLRE","Greenlight Capital Re, Ltd. Class A Ordinary Shares","NASDAQ",497166715,"","",14.58,,false
"RSVR","Reservoir Media, Inc. Common Stock","NASDAQ",496502848,"","",7.57,,false
"OPENL","Opendoor Technologies Inc  Series A Warrants, each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $13.00 per warrant","NASDAQ",496255958,"","",0.5203,,false
"CMCO","Columbus McKinnon Corporation Common Stock","NASDAQ",495562502,"","",17.25,,false
"SUPX","SuperX AI Technology Limited Ordinary Shares","NASDAQ",494017655,"","",15.68,,false
"LAB","Standard BioTools Inc. Common Stock","NASDAQ",492243730,"","",1.28,,false
"BCYC","Bicycle Therapeutics plc American Depositary Shares","NASDAQ",491124704,"","",7.08,,false
"PSNYW","Polestar Automotive Holding UK PLC Class C-1 ADS (ADW)","NASDAQ",490440773,"","",6.37,,false
"UROY","Uranium Royalty Corp. Common Stock","NASDAQ",489768590,"","",3.54,,false
"HELE","Helen of Troy Limited Common Stock","NASDAQ",489362404,"","",21.25,,false
"PGC","Peapack-Gladstone Financial Corporation Common Stock","NASDAQ",488990829,"","",27.85,,false
"TATT","TAT Technologies Ltd. Ordinary Shares","NASDAQ",488596388,"","",44.66,,false
"VREX","Varex Imaging Corporation Common Stock","NASDAQ",488361383,"","",11.65,,false
"OSPN","OneSpan Inc. Common Stock","NASDAQ",488268259,"","",12.84,,false
"GBFH","GBank Financial Holdings Inc. Common Stock","NASDAQ",487206470,"","",33.89,,false
"VBNK","VersaBank Common Shares","NASDAQ",487131414,"","",14.98,,false
"PFIS","Peoples Financial Services Corp. Common Stock","NASDAQ",486836722,"","",48.71,,false
"GEVO","Gevo, Inc. Common Stock","NASDAQ",484617612,"","",2,,false
"RR","Richtech Robotics Inc. Class B Common Stock","NASDAQ",484157552,"","",3.23,,false
"BWB","Bridgewater Bancshares, Inc. Common Stock","NASDAQ",483560352,"","",17.53,,false
"RRBI","Red River Bancshares, Inc. Common Stock","NASDAQ",482624581,"","",71.43,,false
"MITK","Mitek Systems, Inc. Common Stock","NASDAQ",482581793,"","",10.55,,false
"CYRX","CryoPort, Inc. Common Stock","NASDAQ",480661478,"","",9.6,,false
"CRNC","Cerence Inc. Common Stock","NASDAQ",480395312,"","",10.69,,false
"KRNY","Kearny Financial Corp Common Stock","NASDAQ",479717109,"","",7.41,,false
"ZEUS","Olympic Steel, Inc. Common Stock","NASDAQ",479090214,"","",42.785,,false
"NFBK","Northfield Bancorp, Inc. Common Stock (Delaware)","NASDAQ",477791088,"","",11.43,,false
"RMR","The RMR Group Inc. Class A Common Stock","NASDAQ",477714845,"","",14.9,,false
"BIOA","BioAge Labs, Inc. Common Stock","NASDAQ",474362140,"","",13.23,,false
"CLMB","Climb Global Solutions, Inc. Common Stock","NASDAQ",474216114,"","",102.79,,false
"BAND","Bandwidth Inc. Class A Common Stock","NASDAQ",471558426,"","",15.45,,false
"ITIC","Investors Title Company Common Stock","NASDAQ",471213973,"","",249.64,,false
"SOHU","Sohu.com Limited American Depositary Shares","NASDAQ",470222856,"","",15.64,,false
"GLAD","Gladstone Capital Corporation Common Stock","NASDAQ",466772806,"","",20.66,,false
"CDZI","CADIZ, Inc. Common Stock","NASDAQ",466247543,"","",5.61,,false
"LEGH","Legacy Housing Corporation Common Stock (TX)","NASDAQ",465917551,"","",19.52,,false
"CBNK","Capital Bancorp, Inc. Common Stock","NASDAQ",465392711,"","",28.17,,false
"EU","enCore Energy Corp. Common Shares","NASDAQ",464378844,"","",2.48,,false
"TCPC","BlackRock TCP Capital Corp. Common Stock","NASDAQ",464080472,"","",5.47,,false
"SCVL","Shoe Carnival, Inc. Common Stock","NASDAQ",462089460,"","",16.88,,false
"CLNE","Clean Energy Fuels Corp. Common Stock","NASDAQ",460532098,"","",2.1,,false
"YORW","York Water Company (The) Common Stock","NASDAQ",459600211,"","",31.84,,false
"DHIL","Diamond Hill Investment Group, Inc. Class A Common Stock","NASDAQ",458547672,"","",169.5,,false
"IMXI","International Money Express, Inc. Common Stock","NASDAQ",456479708,"","",15.36,,false
"MSBI","Midland States Bancorp, Inc. Common Stock","NASDAQ",456249934,"","",21.17,,false
"BNTC","Benitec Biopharma Inc. Common Stock","NASDAQ",456124184,"","",13.47,,false
"ENTA","Enanta Pharmaceuticals, Inc. Common Stock","NASDAQ",455163218,"","",15.77,,false
"KRT","Karat Packaging Inc. Common Stock","NASDAQ",453645828,"","",22.57,,false
"GLOO","Gloo Holdings, Inc. Class A Common Stock","NASDAQ",453486081,"","",5.69,,false
"ETON","Eton Pharmaceuticals, Inc. Common Stock","NASDAQ",453484517,"","",16.91,,false
"JFB","JFB Construction Holdings Class A Common Stock","NASDAQ",452749792,"","",14.62,,false
"OCSAW","Oculis Holding AG Warrants","NASDAQ",452559239,"","",8.56,,false
"HBCP","Home Bancorp, Inc. Common Stock","NASDAQ",452466723,"","",57.8,,false
"PURR","Hyperliquid Strategies Inc Common Stock","NASDAQ",452211004,"","",3.56,,false
"FBIZ","First Business Financial Services, Inc. Common Stock","NASDAQ",452007209,"","",54.3,,false
"STKL","SunOpta, Inc. Common Stock","NASDAQ",449224285,"","",3.8,,false
"CAMP","CAMP4 Therapeutics Corporation Common Stock","NASDAQ",448691321,"","",6.13,,false
"PEPG","PepGen Inc. Common Stock","NASDAQ",447550938,"","",6.51,,false
"PANL","Pangaea Logistics Solutions Ltd. Common Shares","NASDAQ",447018973,"","",6.88,,false
"PRTH","Priority Technology Holdings, Inc. Common Stock","NASDAQ",446200046,"","",5.45,,false
"KIDS","OrthoPediatrics Corp. Common Stock","NASDAQ",445373381,"","",17.76,,false
"IVA","Inventiva S.A. American Depository Shares","NASDAQ",444830118,"","",4.65,,false
"LE","Lands' End, Inc. Common Stock","NASDAQ",443601507,"","",14.52,,false
"COFS","ChoiceOne Financial Services, Inc. Common Stock","NASDAQ",443500569,"","",29.52,,false
"SBC","SBC Medical Group Holdings Incorporated Common Stock","NASDAQ",442106624,"","",4.31,,false
"JOUT","Johnson Outdoors Inc. Class A Common Stock","NASDAQ",441872408,"","",42.45,,false
"ZUMZ","Zumiez Inc. Common Stock","NASDAQ",441536507,"","",26.05,,false
"BSRR","Sierra Bancorp Common Stock","NASDAQ",440606727,"","",32.68,,false
"SLDB","Solid Biosciences Inc. Common Stock","NASDAQ",439413748,"","",5.64,,false
"SWBI","Smith & Wesson Brands, Inc. Common Stock","NASDAQ",439153263,"","",9.87,,false
"SIGA","SIGA Technologies Inc. Common Stock","NASDAQ",437545055,"","",6.11,,false
"MNPR","Monopar Therapeutics Inc. Common Stock","NASDAQ",436372735,"","",65.3,,false
"AUROW","Aurora Innovation, Inc. Warrant","NASDAQ",435652010,"","",0.2251,,false
"FRPH","FRP Holdings, Inc. Common Stock","NASDAQ",435642746,"","",22.79,,false
"CARE","Carter Bankshares, Inc. Common Stock","NASDAQ",434231285,"","",19.66,,false
"ABAT","American Battery Technology Company Common Stock","NASDAQ",434099660,"","",3.34,,false
"MLAB","Mesa Laboratories, Inc. Common Stock","NASDAQ",433500472,"","",78.5,,false
"LWLG","Lightwave Logic, Inc. Common Stock","NASDAQ",433395224,"","",3.24,,false
"KOPN","Kopin Corporation Common Stock","NASDAQ",432328172,"","",2.34,,false
"PERI","Perion Network Ltd. Ordinary Shares","NASDAQ",431456184,"","",9.58,,false
"CWBC","Community West Bancshares Common Stock","NASDAQ",431064630,"","",22.5,,false
"EOLS","Evolus, Inc. Common Stock","NASDAQ",431051564,"","",6.65,,false
"FUFU","BitFuFu Inc. Class A Ordinary Shares","NASDAQ",430601464,"","",2.64,,false
"ASTL","Algoma Steel Group Inc. Common Shares","NASDAQ",430228588,"","",4.1,,false
"CIVB","Civista Bancshares, Inc. Common Stock","NASDAQ",429132171,"","",22.22,,false
"NNDM","Nano Dimension Ltd. American Depositary Shares","NASDAQ",428917021,"","",1.54,,false
"NEXN","Nexxen International Ltd. Ordinary Shares","NASDAQ",428779862,"","",6.54,,false
"FDMT","4D Molecular Therapeutics, Inc. Common Stock","NASDAQ",428513063,"","",7.5,,false
"RXST","RxSight, Inc. Common Stock","NASDAQ",428435389,"","",10.42,,false
"DDI","DoubleDown Interactive Co., Ltd. American Depository Shares","NASDAQ",427646187,"","",8.63,,false
"SNDL","SNDL Inc. Common Shares","NASDAQ",427450000,"","",1.66,,false
"AKBA","Akebia Therapeutics, Inc. Common Stock","NASDAQ",427239249,"","",1.61,,false
"VERI","Veritone, Inc. Common Stock","NASDAQ",426898007,"","",4.65,,false
"NRC","National Research Corporation Common Stock (Delaware)","NASDAQ",425279792,"","",18.77,,false
"IMRX","Immuneering Corporation Class A Common Stock","NASDAQ",424870383,"","",6.58,,false
"RILYT","B. Riley Financial, Inc. 6.00% Senior Notes Due 2028","NASDAQ",422384364,"","",13.85,,false
"SFST","Southern First Bancshares, Inc. Common Stock","NASDAQ",421906399,"","",51.52,,false
"VFF","Village Farms International, Inc. Common Shares","NASDAQ",421639846,"","",3.65,,false
"OCGN","Ocugen, Inc. Common Stock","NASDAQ",421632151,"","",1.35,,false
"IMMP","Immutep Limited American Depositary Shares","NASDAQ",420969217,"","",2.86,,false
"CGC","Canopy Growth Corporation Common Shares","NASDAQ",420041470,"","",1.14,,false
"SGHT","Sight Sciences, Inc. Common Stock","NASDAQ",419272827,"","",7.93,,false
"BMRC","Bank of Marin Bancorp Common Stock","NASDAQ",418622783,"","",26.01,,false
"LXRX","Lexicon Pharmaceuticals, Inc. Common Stock","NASDAQ",417908482,"","",1.15,,false
"CTNM","Contineum Therapeutics, Inc. Class A Common Stock","NASDAQ",417531602,"","",11.43,,false
"SRTA","Strata Critical Medical, Inc. Class A Common Stock","NASDAQ",415422990,"","",4.81,,false
"CCSI","Consensus Cloud Solutions, Inc. Common Stock","NASDAQ",414706011,"","",21.82,,false
"DMAC","DiaMedica Therapeutics Inc. Common Stock","NASDAQ",414536414,"","",7.96,,false
"AMCX","AMC Networks Inc. Class A Common Stock","NASDAQ",414374841,"","",9.52,,false
"FRBA","First Bank Common Stock","NASDAQ",413712273,"","",16.46,,false
"LTBR","Lightbridge Corporation Common Stock","NASDAQ",412181122,"","",12.64,,false
"AENT","Alliance Entertainment Holding Corporation Class A Common Stock","NASDAQ",411735550,"","",8.08,,false
"PUBM","PubMatic, Inc. Class A Common Stock","NASDAQ",411699294,"","",8.87,,false
"ATEX","Anterix Inc. Common Stock","NASDAQ",408583924,"","",21.83,,false
"OPAL","OPAL Fuels Inc. Class A Common Stock","NASDAQ",408345729,"","",2.355,,false
"GBLI","Global Indemnity Group, LLC Class A Common Stock","NASDAQ",406513815,"","",28.38,,false
"KMDA","Kamada Ltd. Ordinary Shares","NASDAQ",405985519,"","",7.06,,false
"CLFD","Clearfield, Inc. Common Stock","NASDAQ",403409648,"","",29.15,,false
"BMBL","Bumble Inc. Class A Common Stock","NASDAQ",402478212,"","",3.57,,false
"PRTC","PureTech Health plc American Depositary Shares","NASDAQ",402162243,"","",16.64,,false
"GRVY","GRAVITY Co., Ltd. American Depository Shares","NASDAQ",402132843,"","",57.87,,false
"LSAK","Lesaka Technologies, Inc. Common Stock","NASDAQ",401092123,"","",4.77,,false
"ULH","Universal Logistics Holdings, Inc. Common Stock","NASDAQ",399953581,"","",15.19,,false
"WILC","G. Willi-Food International,  Ltd. Ordinary Shares","NASDAQ",399092749,"","",28.78,,false
"VSTA","Vasta Platform Limited Class A Ordinary Shares","NASDAQ",397000014,"","",4.95,,false
"CERS","Cerus Corporation Common Stock","NASDAQ",395700252,"","",2.06,,false
"LAES","SEALSQ Corp Ordinary Shares","NASDAQ",395043646,"","",3.78,,false
"WEST","Westrock Coffee Company Common Stock","NASDAQ",394077384,"","",4.07,,false
"TRDA","Entrada Therapeutics, Inc. Common Stock","NASDAQ",392893705,"","",10.28,,false
"PDLB","Ponce Financial Group, Inc. Common Stock","NASDAQ",392418394,"","",16.35,,false
"IKT","Inhibikase Therapeutics, Inc. Common Stock","NASDAQ",391878230,"","",2.05,,false
"TECX","Tectonic Therapeutic, Inc. Common Stock","NASDAQ",390421601,"","",20.86,,false
"ALLT","Allot Ltd. Ordinary Shares","NASDAQ",390180362,"","",9.83,,false
"TTGT","TechTarget, Inc. Common Stock","NASDAQ",389652692,"","",5.4,,false
"CLPT","ClearPoint Neuro, Inc. Common Stock","NASDAQ",388830853,"","",13.68,,false
"CVGW","Calavo Growers, Inc. Common Stock","NASDAQ",388309775,"","",21.75,,false
"BSVN","Bank7 Corp. Common stock","NASDAQ",387399922,"","",40.98,,false
"NATH","Nathan's Famous, Inc. Common Stock","NASDAQ",382655451,"","",93.57,,false
"ESEA","Euroseas Ltd. Common Stock (Marshall Islands)","NASDAQ",382561015,"","",54.6,,false
"EPRX","Eupraxia Pharmaceuticals Inc. Common Stock","NASDAQ",382394899,"","",7.55,,false
"ATLCZ","Atlanticus Holdings Corporation 9.25% Senior Notes due 2029","NASDAQ",382220096,"","",25.27,,false
"OBT","Orange County Bancorp, Inc. Common Stock","NASDAQ",381620427,"","",28.55,,false
"BYRN","Byrna Technologies, Inc. Common Stock","NASDAQ",381561397,"","",16.79,,false
"OPENZ","Opendoor Technologies Inc  Series Z Warrants, each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $17.00 per warrant","NASDAQ",380942975,"","",0.3994,,false
"API","Agora, Inc. American Depositary Shares","NASDAQ",380588716,"","",4.07,,false
"RCKT","Rocket Pharmaceuticals, Inc. Common Stock","NASDAQ",379860020,"","",3.51,,false
"GCBC","Greene County Bancorp, Inc. Common Stock","NASDAQ",378506386,"","",22.23,,false
