Symbol,Name,Exchange,Sector,Industry,MarketCap,LastPrice,RiskLevel,TotalScore,IsLegitimate,DataSource,SignalSummary
"LANDM","Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock","NASDAQ","Unknown","Unknown",927944142,24.899999618530273,"LOW",0,false,"yahoo","None"
"BBSI","Barrett Business Services, Inc. Common Stock","NASDAQ","Unknown","Unknown",927867599,36.209999084472656,"LOW",0,false,"yahoo","None"
"MRTN","Marten Transport, Ltd. Common Stock","NASDAQ","Unknown","Unknown",927702425,11.380000114440918,"LOW",0,false,"yahoo","None"
"UFCS","United Fire Group, Inc. Common Stock","NASDAQ","Unknown","Unknown",927445859,36.349998474121094,"LOW",0,false,"yahoo","None"
"ABUS","Arbutus Biopharma Corporation Common Stock","NASDAQ","Unknown","Unknown",925078522,4.809999942779541,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"MSEX","Middlesex Water Company Common Stock","NASDAQ","Unknown","Unknown",924592834,50.41999816894531,"LOW",0,false,"yahoo","None"
"WLFC","Willis Lease Finance Corporation Common Stock","NASDAQ","Unknown","Unknown",924271849,135.63999938964844,"LOW",0,false,"yahoo","None"
"FWRG","First Watch Restaurant Group, Inc. Common Stock","NASDAQ","Unknown","Unknown",920364143,15.079999923706055,"LOW",0,false,"yahoo","None"
"GDRX","GoodRx Holdings, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",919863481,2.7100000381469727,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"MVST","Microvast Holdings, Inc. Common Stock","NASDAQ","Unknown","Unknown",918911935,2.799999952316284,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"TCBIO","Texas Capital Bancshares, Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B","NASDAQ","Unknown","Unknown",916523187,20.079999923706055,"LOW",0,false,"yahoo","None"
"CRMD","CorMedix Inc. Common Stock","NASDAQ","Unknown","Unknown",916316593,11.630000114440918,"LOW",0,false,"yahoo","None"
"RWAYZ","Runway Growth Finance Corp. 8.00% Notes due 2027","NASDAQ","Unknown","Unknown",914107792,25.239999771118164,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"RWAYL","Runway Growth Finance Corp. 7.50% Notes due 2027","NASDAQ","Unknown","Unknown",914104170,25.239999771118164,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"ELVN","Enliven Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",913948682,15.399999618530273,"LOW",0,false,"yahoo","None"
"OMDA","Omada Health, Inc. Common Stock","NASDAQ","Unknown","Unknown",913788982,15.779999732971191,"LOW",0,false,"yahoo","None"
"YB","Yuanbao Inc. American Depositary Shares","NASDAQ","Unknown","Unknown",913421350,20.260000228881836,"LOW",0,false,"yahoo","None"
"GAINZ","Gladstone Investment Corporation 4.875% Notes due 2028","NASDAQ","Unknown","Unknown",911910828,23.860000610351562,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"ALNT","Allient Inc. Common Stock","NASDAQ","Unknown","Unknown",910712964,53.75,"LOW",0,false,"yahoo","None"
"CGBD","Carlyle Secured Lending, Inc. Common Stock","NASDAQ","Unknown","Unknown",910558233,12.489999771118164,"LOW",0,false,"yahoo","None"
"LMB","Limbach Holdings, Inc. Common Stock","NASDAQ","Unknown","Unknown",905147470,77.8499984741211,"LOW",0,false,"yahoo","None"
"AHG","Akso Health Group ADS","NASDAQ","Unknown","Unknown",905052330,1.6399999856948853,"HIGH",10,false,"yahoo","MICROCAP_PRICE, MICRO_LIQUIDITY, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"KURA","Kura Oncology, Inc. Common Stock","NASDAQ","Unknown","Unknown",904112012,10.390000343322754,"LOW",0,false,"yahoo","None"
"CFFN","Capitol Federal Financial, Inc. Common Stock","NASDAQ","Unknown","Unknown",897648607,6.809999942779541,"LOW",0,false,"yahoo","None"
"WOOF","Petco Health and Wellness Company, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",896488077,2.809999942779541,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"EVGO","EVgo Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",896229753,2.9100000858306885,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"OLPX","Olaplex Holdings, Inc. Common Stock","NASDAQ","Unknown","Unknown",894465953,1.340000033378601,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"GLDD","Great Lakes Dredge & Dock Corporation Common Stock","NASDAQ","Unknown","Unknown",892150882,13.119999885559082,"LOW",0,false,"yahoo","None"
"BHFAO","Brighthouse Financial, Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock, Series B","NASDAQ","Unknown","Unknown",885582151,15.489999771118164,"LOW",0,false,"yahoo","None"
"CDNL","Cardinal Infrastructure Group Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",885146693,24.18000030517578,"LOW",1,false,"yahoo","HIGH_VOLATILITY"
"ESPR","Esperion Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",884534717,3.700000047683716,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"BANFP","BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities","NASDAQ","Unknown","Unknown",882355533,26.469999313354492,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"SIFY","Sify Technologies Limited American Depositary Shares","NASDAQ","Unknown","Unknown",881951376,12.1899995803833,"LOW",0,false,"yahoo","None"
"SKYT","SkyWater Technology, Inc. Common Stock","NASDAQ","Unknown","Unknown",880905280,18.15999984741211,"LOW",1,false,"yahoo","HIGH_VOLATILITY"
"ESQ","Esquire Financial Holdings, Inc. Common Stock","NASDAQ","Unknown","Unknown",874279666,102.06999969482422,"LOW",0,false,"yahoo","None"
"BHFAP","Brighthouse Financial, Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A","NASDAQ","Unknown","Unknown",871861059,15.25,"LOW",0,false,"yahoo","None"
"HBNC","Horizon Bancorp, Inc. Common Stock","NASDAQ","Unknown","Unknown",868647664,16.959999084472656,"LOW",0,false,"yahoo","None"
"GSM","Ferroglobe PLC Ordinary Shares","NASDAQ","Unknown","Unknown",865944041,4.639999866485596,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"NKTR","Nektar Therapeutics  Common Stock","NASDAQ","Unknown","Unknown",860042383,42.279998779296875,"LOW",1,false,"yahoo","HIGH_VOLATILITY"
"OPENW","Opendoor Technologies Inc  Series K Warrants, each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $9.00 per warrant","NASDAQ","Unknown","Unknown",858409307,0.9,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"YDES","YD Bio Limited Ordinary Shares","NASDAQ","Unknown","Unknown",857198655,12.1899995803833,"LOW",0,false,"yahoo","None"
"SCSC","ScanSource, Inc. Common Stock","NASDAQ","Unknown","Unknown",857074167,39.060001373291016,"LOW",0,false,"yahoo","None"
"UDMY","Udemy, Inc. Common Stock","NASDAQ","Unknown","Unknown",856304075,5.849999904632568,"LOW",0,false,"yahoo","None"
"SIBN","SI-BONE, Inc. Common Stock","NASDAQ","Unknown","Unknown",855675529,19.719999313354492,"LOW",0,false,"yahoo","None"
"ITRN","Ituran Location and Control Ltd. Ordinary Shares","NASDAQ","Unknown","Unknown",855622876,43.0099983215332,"LOW",0,false,"yahoo","None"
"FGNXP","FG Nexus Inc. 8.00% Cumulative Preferred Stock","NASDAQ","Unknown","Unknown",849463423,21.46500015258789,"MEDIUM",3,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"MLTX","MoonLake Immunotherapeutics Class A Ordinary Shares","NASDAQ","Unknown","Unknown",846560916,13.180000305175781,"LOW",0,false,"yahoo","None"
"NBN","Northeast Bank Common Stock","NASDAQ","Unknown","Unknown",844950900,103.93000030517578,"LOW",0,false,"yahoo","None"
"KYIVW","Kyivstar Group Ltd. Warrant","NASDAQ","Unknown","Unknown",844396738,4.420000076293945,"MEDIUM",4,false,"yahoo","MICROCAP_PRICE, MICRO_LIQUIDITY"
"RUMBW","Rumble Inc. Warrant","NASDAQ","Unknown","Unknown",843633101,1.94,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"SLRC","SLR Investment Corp. Common Stock","NASDAQ","Unknown","Unknown",843414642,15.460000038146973,"LOW",0,false,"yahoo","None"
"MBINN","Merchants Bancorp Depositary Shares Preferred Series C","NASDAQ","Unknown","Unknown",842985302,18.3700008392334,"LOW",0,false,"yahoo","None"
"GERN","Geron Corporation Common Stock","NASDAQ","Unknown","Unknown",842628963,1.3200000524520874,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"DGNX","Diginex Limited Ordinary Shares","NASDAQ","Unknown","Unknown",842131934,4.170000076293945,"HIGH",6,false,"yahoo","MICROCAP_PRICE, SPIKE_7D, HIGH_VOLATILITY"
"VIR","Vir Biotechnology, Inc. Common Stock","NASDAQ","Unknown","Unknown",838923943,6.03000020980835,"LOW",0,false,"yahoo","None"
"HTZWW","Hertz Global Holdings, Inc Warrant","NASDAQ","Unknown","Unknown",835068985,2.68,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"HNRG","Hallador Energy Company Common Stock","NASDAQ","Unknown","Unknown",834428114,19.040000915527344,"LOW",0,false,"yahoo","None"
"BJRI","BJ's Restaurants, Inc. Common Stock","NASDAQ","Unknown","Unknown",832710371,39.400001525878906,"LOW",0,false,"yahoo","None"
"MRVI","Maravai LifeSciences Holdings, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",831047201,3.25,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"AVBP","ArriVent BioPharma, Inc. Common Stock","NASDAQ","Unknown","Unknown",830580983,20.1200008392334,"LOW",0,false,"yahoo","None"
"JANX","Janux Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",830039737,13.800000190734863,"LOW",0,false,"yahoo","None"
"VINP","Vinci Compass Investments Ltd. Class A Common Shares","NASDAQ","Unknown","Unknown",824710353,13.039999961853027,"LOW",0,false,"yahoo","None"
"JBSS","John B. Sanfilippo & Son, Inc. Common Stock","NASDAQ","Unknown","Unknown",822084685,70.5999984741211,"LOW",0,false,"yahoo","None"
"AVO","Mission Produce, Inc. Common Stock","NASDAQ","Unknown","Unknown",818606397,11.600000381469727,"LOW",0,false,"yahoo","None"
"KALV","KalVista Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown","Unknown",816322632,16.149999618530273,"LOW",0,false,"yahoo","None"
"QNST","QuinStreet, Inc. Common Stock","NASDAQ","Unknown","Unknown",815520133,14.369999885559082,"LOW",0,false,"yahoo","None"
"IIIV","i3 Verticals, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",814991794,25.190000534057617,"LOW",0,false,"yahoo","None"
"CBLL","CeriBell, Inc. Common Stock","NASDAQ","Unknown","Unknown",813508482,21.93000030517578,"LOW",1,false,"yahoo","OVERBOUGHT_RSI"
"HBT","HBT Financial, Inc. Common Stock","NASDAQ","Unknown","Unknown",812515235,25.850000381469727,"LOW",0,false,"yahoo","None"
"FLGT","Fulgent Genetics, Inc. Common Stock","NASDAQ","Unknown","Unknown",812068538,26.270000457763672,"LOW",0,false,"yahoo","None"
"SLDP","Solid Power, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",811850173,4.25,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"HAFC","Hanmi Financial Corporation Common Stock","NASDAQ","Unknown","Unknown",809691948,27.030000686645508,"LOW",0,false,"yahoo","None"
"MATW","Matthews International Corporation Class A Common Stock","NASDAQ","Unknown","Unknown",804387445,26.1200008392334,"LOW",0,false,"yahoo","None"
"HFWA","Heritage Financial Corporation Common Stock","NASDAQ","Unknown","Unknown",803076854,23.649999618530273,"LOW",0,false,"yahoo","None"
"TDUP","ThredUp Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",799656696,6.389999866485596,"LOW",0,false,"yahoo","None"
"TH","Target Hospitality Corp. Common Stock","NASDAQ","Unknown","Unknown",799234051,8.010000228881836,"LOW",0,false,"yahoo","None"
"LIND","Lindblad Expeditions Holdings Inc. Common Stock","NASDAQ","Unknown","Unknown",798878714,14.420000076293945,"LOW",1,false,"yahoo","OVERBOUGHT_RSI"
"AEVA","Aeva Technologies, Inc. Common Stock","NASDAQ","Unknown","Unknown",797861178,13.279999732971191,"LOW",1,false,"yahoo","HIGH_VOLATILITY"
"HEPS","D-Market Electronic Services & Trading American Depositary Shares","NASDAQ","Unknown","Unknown",797029607,2.4800000190734863,"HIGH",6,false,"yahoo","MICROCAP_PRICE, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"MPLT","MapLight Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",796977325,17.565000534057617,"LOW",0,false,"yahoo","None"
"ORIC","Oric Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown","Unknown",796644302,8.180000305175781,"LOW",0,false,"yahoo","None"
"HCMA","HCM III Acquisition Corp. Class A Ordinary Share","NASDAQ","Unknown","Unknown",796229589,10.039999961853027,"LOW",0,false,"yahoo","None"
"RDVT","Red Violet, Inc. Common Stock","NASDAQ","Unknown","Unknown",795693384,56.95000076293945,"LOW",0,false,"yahoo","None"
"MOFG","MidWestOne Financial Gp Common Stock","NASDAQ","Unknown","Unknown",794361260,38.5,"LOW",0,false,"yahoo","None"
"NBBK","NB Bancorp, Inc. Common Stock","NASDAQ","Unknown","Unknown",789360160,19.81999969482422,"LOW",0,false,"yahoo","None"
"AQST","Aquestive Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",788140110,6.460000038146973,"LOW",0,false,"yahoo","None"
"GHRS","GH Research PLC Ordinary Shares","NASDAQ","Unknown","Unknown",787757442,12.699999809265137,"LOW",0,false,"yahoo","None"
"METCB","Ramaco Resources, Inc. Class B Common Stock","NASDAQ","Unknown","Unknown",786690136,11.75,"LOW",0,false,"yahoo","None"
"AMWD","American Woodmark Corporation Common Stock","NASDAQ","Unknown","Unknown",785278263,53.900001525878906,"LOW",0,false,"yahoo","None"
"DCOMP","Dime Community Bancshares, Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A","NASDAQ","Unknown","Unknown",785269832,17.889999389648438,"LOW",0,false,"yahoo","None"
"APOG","Apogee Enterprises, Inc. Common Stock","NASDAQ","Unknown","Unknown",783212961,36.40999984741211,"LOW",0,false,"yahoo","None"
"CTLP","Cantaloupe, Inc. Common Stock","NASDAQ","Unknown","Unknown",782664572,10.619999885559082,"LOW",0,false,"yahoo","None"
"MBWM","Mercantile Bank Corporation Common Stock","NASDAQ","Unknown","Unknown",781798160,48.099998474121094,"LOW",0,false,"yahoo","None"
"FWRD","Forward Air Corporation Common Stock","NASDAQ","Unknown","Unknown",781205850,25,"LOW",0,false,"yahoo","None"
"RIGL","Rigel Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown","Unknown",777422064,42.83000183105469,"LOW",0,false,"yahoo","None"
"CRESY","Cresud S.A.C.I.F. y A. American Depositary Shares","NASDAQ","Unknown","Unknown",775575803,12.630000114440918,"LOW",0,false,"yahoo","None"
"INDI","indie Semiconductor, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",775302725,3.5299999713897705,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"BFST","Business First Bancshares, Inc. Common Stock","NASDAQ","Unknown","Unknown",774145772,26.139999389648438,"LOW",0,false,"yahoo","None"
"SERV","Serve Robotics Inc. Common Stock","NASDAQ","Unknown","Unknown",773138543,10.380000114440918,"LOW",1,false,"yahoo","HIGH_VOLATILITY"
"REAX","The Real Brokerage, Inc. Common Shares","NASDAQ","Unknown","Unknown",773070000,3.6500000953674316,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"CCNE","CNB Financial Corporation Common Stock","NASDAQ","Unknown","Unknown",771393201,26.170000076293945,"LOW",0,false,"yahoo","None"
"AXTI","AXT Inc Common Stock","NASDAQ","Unknown","Unknown",770263117,16.350000381469727,"LOW",1,false,"yahoo","HIGH_VOLATILITY"
"AXG","Solowin Holdings Class A Ordinary Share","NASDAQ","Unknown","Unknown",769382074,4.110000133514404,"MEDIUM",3,false,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"CRESW","Cresud S.A.C.I.F. y A. Warrant","NASDAQ","Unknown","Unknown",767592841,1.25,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"GDYN","Grid Dynamics Holdings, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",765464594,9.029999732971191,"LOW",0,false,"yahoo","None"
"FSBC","Five Star Bancorp Common Stock","NASDAQ","Unknown","Unknown",764525107,35.779998779296875,"LOW",0,false,"yahoo","None"
"BLDP","Ballard Power Systems, Inc. Common Shares","NASDAQ","Unknown","Unknown",763876186,2.5399999618530273,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"LINC","Lincoln Educational Services Corporation Common Stock","NASDAQ","Unknown","Unknown",763714649,24.149999618530273,"LOW",1,false,"yahoo","OVERBOUGHT_RSI"
"REPL","Replimune Group, Inc. Common Stock","NASDAQ","Unknown","Unknown",762469206,9.720000267028809,"LOW",0,false,"yahoo","None"
"ADSE","ADS-TEC ENERGY PLC Ordinary Shares","NASDAQ","Unknown","Unknown",762353756,12.680000305175781,"LOW",0,false,"yahoo","None"
"ARVN","Arvinas, Inc. Common Stock","NASDAQ","Unknown","Unknown",761700127,11.859999656677246,"LOW",0,false,"yahoo","None"
"TRST","TrustCo Bank Corp NY Common Stock","NASDAQ","Unknown","Unknown",761464705,41.33000183105469,"LOW",0,false,"yahoo","None"
"JBIO","Jade Biosciences, Inc. Common Stock","NASDAQ","Unknown","Unknown",760920220,15.430000305175781,"LOW",0,false,"yahoo","None"
"SNCY","Sun Country Airlines Holdings, Inc. Common Stock","NASDAQ","Unknown","Unknown",758563583,14.390000343322754,"LOW",0,false,"yahoo","None"
"SENEA","Seneca Foods Corp. Class A Common Stock","NASDAQ","Unknown","Unknown",757234582,110.62999725341797,"LOW",0,false,"yahoo","None"
"SCHL","Scholastic Corporation Common Stock","NASDAQ","Unknown","Unknown",753837364,29.6299991607666,"LOW",0,false,"yahoo","None"
"RILYK","B. Riley Financial, Inc. 5.50% Senior Notes Due 2026","NASDAQ","Unknown","Unknown",753582501,24.709999084472656,"LOW",1,false,"yahoo","OVERBOUGHT_RSI"
"DSP","Viant Technology Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",751700616,12.039999961853027,"LOW",0,false,"yahoo","None"
"SENEB","Seneca Foods Corp. Class B Common Stock","NASDAQ","Unknown","Unknown",749910700,109.55999755859375,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"ATXS","Astria Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",747240529,13.09000015258789,"LOW",0,false,"yahoo","None"
"FULC","Fulcrum Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",746010891,11.3100004196167,"LOW",0,false,"yahoo","None"
"CRML","Critical Metals Corp. Ordinary Shares","NASDAQ","Unknown","Unknown",741888110,6.940000057220459,"LOW",1,false,"yahoo","HIGH_VOLATILITY"
"SWIM","Latham Group, Inc. Common Stock","NASDAQ","Unknown","Unknown",740764171,6.349999904632568,"LOW",0,false,"yahoo","None"
"GILT","Gilat Satellite Networks Ltd. Ordinary Shares","NASDAQ","Unknown","Unknown",738412715,12.9399995803833,"LOW",0,false,"yahoo","None"
"CCNEP","CNB Financial Corporation Depositary Shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock","NASDAQ","Unknown","Unknown",736906000,25,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"HTBK","Heritage Commerce Corp Common Stock","NASDAQ","Unknown","Unknown",736015327,12.010000228881836,"LOW",0,false,"yahoo","None"
"AIP","Arteris, Inc. Common Stock","NASDAQ","Unknown","Unknown",734837191,15.5,"LOW",0,false,"yahoo","None"
"CAC","Camden National Corporation Common Stock","NASDAQ","Unknown","Unknown",734086121,43.380001068115234,"LOW",0,false,"yahoo","None"
"DGICA","Donegal Group, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",732098389,19.979999542236328,"LOW",0,false,"yahoo","None"
"RGNX","REGENXBIO Inc. Common Stock","NASDAQ","Unknown","Unknown",728972438,14.399999618530273,"LOW",0,false,"yahoo","None"
"AMSF","AMERISAFE, Inc. Common Stock","NASDAQ","Unknown","Unknown",726886166,38.40999984741211,"LOW",0,false,"yahoo","None"
"CCBG","Capital City Bank Group Common Stock","NASDAQ","Unknown","Unknown",726619880,42.56999969482422,"LOW",0,false,"yahoo","None"
"TREE","LendingTree, Inc. Common Stock","NASDAQ","Unknown","Unknown",725777251,53.09000015258789,"LOW",0,false,"yahoo","None"
"LXEO","Lexeo Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",724764157,9.930000305175781,"LOW",0,false,"yahoo","None"
"CTMX","CytomX Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",721794783,4.260000228881836,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"GRPN","Groupon, Inc. Common Stock","NASDAQ","Unknown","Unknown",717692081,17.610000610351562,"LOW",0,false,"yahoo","None"
"GOSS","Gossamer Bio, Inc. Common Stock","NASDAQ","Unknown","Unknown",717514366,3.0999999046325684,"MEDIUM",3,false,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"EFSCP","Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A","NASDAQ","Unknown","Unknown",716938318,19.371000289916992,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"BTQ","BTQ Technologies Corp. Common Stock","NASDAQ","Unknown","Unknown",716932762,5.119999885559082,"LOW",0,false,"yahoo","None"
"VALN","Valneva SE American Depositary Shares","NASDAQ","Unknown","Unknown",716719921,8.819999694824219,"LOW",0,false,"yahoo","None"
"THFF","First Financial Corporation Common Stock","NASDAQ","Unknown","Unknown",716015971,60.41999816894531,"LOW",0,false,"yahoo","None"
"FOXF","Fox Factory Holding Corp. Common Stock","NASDAQ","Unknown","Unknown",715221218,17.110000610351562,"LOW",0,false,"yahoo","None"
"MPB","Mid Penn Bancorp Common Stock","NASDAQ","Unknown","Unknown",714964346,31.020000457763672,"LOW",0,false,"yahoo","None"
"ERII","Energy Recovery, Inc. Common Stock","NASDAQ","Unknown","Unknown",714593575,13.489999771118164,"LOW",0,false,"yahoo","None"
"BHFAN","Brighthouse Financial, Inc. Depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C","NASDAQ","Unknown","Unknown",713496788,12.479999542236328,"LOW",0,false,"yahoo","None"
"GEGGL","Great Elm Group, Inc.  7.25% Notes due 2027","NASDAQ","Unknown","Unknown",712451057,24.56999969482422,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"AIOT","PowerFleet, Inc. Common Stock","NASDAQ","Unknown","Unknown",711946984,5.320000171661377,"LOW",0,false,"yahoo","None"
"GDEN","Golden Entertainment, Inc. Common Stock","NASDAQ","Unknown","Unknown",711670652,27.190000534057617,"LOW",0,false,"yahoo","None"
"WRLD","World Acceptance Corporation Common Stock","NASDAQ","Unknown","Unknown",707295630,140.38999938964844,"LOW",0,false,"yahoo","None"
"PSNL","Personalis, Inc. Common Stock","NASDAQ","Unknown","Unknown",706882610,7.960000038146973,"LOW",0,false,"yahoo","None"
"LANDP","Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock","NASDAQ","Unknown","Unknown",705833817,18.940000534057617,"LOW",0,false,"yahoo","None"
"SFIX","Stitch Fix, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",704544719,5.25,"LOW",0,false,"yahoo","None"
"INNV","InnovAge Holding Corp. Common Stock","NASDAQ","Unknown","Unknown",704186627,5.190000057220459,"LOW",0,false,"yahoo","None"
"ACDC","ProFrac Holding Corp. Class A Common Stock","NASDAQ","Unknown","Unknown",703588902,3.890000104904175,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"FDUS","Fidus Investment Corporation Common Stock","NASDAQ","Unknown","Unknown",703050576,19.299999237060547,"LOW",0,false,"yahoo","None"
"HTLD","Heartland Express, Inc. Common Stock","NASDAQ","Unknown","Unknown",699351259,9.029999732971191,"LOW",0,false,"yahoo","None"
"NTGR","NETGEAR, Inc. Common Stock","NASDAQ","Unknown","Unknown",696719580,24.530000686645508,"LOW",0,false,"yahoo","None"
"ADTN","ADTRAN Holdings, Inc. Common Stock","NASDAQ","Unknown","Unknown",696207997,8.6899995803833,"LOW",0,false,"yahoo","None"
"BRBI","BRBI BR Partners S.A. ADSs","NASDAQ","Unknown","Unknown",695810026,13.878000259399414,"LOW",0,false,"yahoo","None"
"LANDO","Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock","NASDAQ","Unknown","Unknown",695399104,18.65999984741211,"LOW",0,false,"yahoo","None"
"EMBC","Embecta Corp. Common Stock","NASDAQ","Unknown","Unknown",695132551,11.880000114440918,"LOW",0,false,"yahoo","None"
"UXIN","Uxin Limited ADS","NASDAQ","Unknown","Unknown",694790329,3.369999885559082,"MEDIUM",3,false,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"ORRF","Orrstown Financial Services, Inc. Common Stock","NASDAQ","Unknown","Unknown",690646433,35.41999816894531,"LOW",0,false,"yahoo","None"
"PRAA","PRA Group, Inc. Common Stock","NASDAQ","Unknown","Unknown",690183169,17.690000534057617,"LOW",0,false,"yahoo","None"
"GSBC","Great Southern Bancorp, Inc. Common Stock","NASDAQ","Unknown","Unknown",688810969,61.560001373291016,"LOW",0,false,"yahoo","None"
"DNUT","Krispy Kreme, Inc. Common Stock","NASDAQ","Unknown","Unknown",688626000,4.019999980926514,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"TIPT","Tiptree Inc. Common Stock","NASDAQ","Unknown","Unknown",685128051,18.270000457763672,"LOW",0,false,"yahoo","None"
"HSTM","HealthStream, Inc. Common Stock","NASDAQ","Unknown","Unknown",684443921,23.06999969482422,"LOW",0,false,"yahoo","None"
"GPRE","Green Plains Inc. Common Stock","NASDAQ","Unknown","Unknown",684383412,9.800000190734863,"LOW",0,false,"yahoo","None"
"APEI","American Public Education, Inc. Common Stock","NASDAQ","Unknown","Unknown",683614134,37.79999923706055,"LOW",1,false,"yahoo","OVERBOUGHT_RSI"
"ALTI","AlTi Global, Inc. Class A Common Stock","NASDAQ","Unknown","Unknown",680471651,4.639999866485596,"MEDIUM",2,false,"yahoo","MICROCAP_PRICE"
"GYRE","Gyre Therapeutics, Inc. Common Stock","NASDAQ","Unknown","Unknown",680112088,7.059999942779541,"LOW",0,false,"yahoo","None"
"KE","Kimball Electronics, Inc. Common Stock","NASDAQ","Unknown","Unknown",677093259,27.81999969482422,"LOW",0,false,"yahoo","None"
"CGNT","Cognyte Software Ltd. Ordinary Shares","NASDAQ","Unknown","Unknown",676388195,9.399999618530273,"LOW",0,false,"yahoo","None"
"MCBS","MetroCity Bankshares, Inc. Common Stock","NASDAQ","Unknown","Unknown",676256743,26.540000915527344,"LOW",0,false,"yahoo","None"
"PROK","ProKidney Corp. Class A Ordinary Shares","NASDAQ","Unknown","Unknown",673869009,2.240000009536743,"MEDIUM",3,false,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"IBCP","Independent Bank Corporation Common Stock","NASDAQ","Unknown","Unknown",673109199,32.529998779296875,"LOW",0,false,"yahoo","None"
