Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,Signals
"CSBR","Champions Oncology, Inc. Common Stock","NASDAQ","Unknown",95954513,6.909999847412109,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"SAVA","Cassava Sciences, Inc. Common Stock","NASDAQ","Unknown",95649634,1.9800000190734863,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HYPR","Hyperfine, Inc. Class A Common Stock","NASDAQ","Unknown",95157266,0.9789999723434448,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"STIM","Neuronetics, Inc. Common Stock","NASDAQ","Unknown",94510572,1.3799999952316284,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"EQ","Equillium, Inc. Common Stock","NASDAQ","Unknown",94384589,1.5499999523162842,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"INO","Inovio Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown",93214715,1.7400000095367432,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"ETHZ","ETHZilla Corporation Common Stock","NASDAQ","Unknown",92785376,4.900000095367432,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"AURE","Aurelion Inc. Class A Ordinary Shares","NASDAQ","Unknown",91978994,0.25,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"EUDA","EUDA Health Holdings Limited Ordinary Shares","NASDAQ","Unknown",91955304,2.309999942779541,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"VGAS","Verde Clean Fuels, Inc. Class A Common Stock","NASDAQ","Unknown",91772219,2.059999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"UHG","United Homes Group, Inc Class A Common Stock","NASDAQ","Unknown",91749275,1.559999942779541,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HIT","Health In Tech, Inc. Class A Common Stock","NASDAQ","Unknown",90485005,1.590000033378601,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ARAI","Arrive AI Inc. Common Stock","NASDAQ","Unknown",89981208,2.630000114440918,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GRWG","GrowGeneration Corp. Common Stock","NASDAQ","Unknown",89765165,1.5,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"AIIO","Robo.ai Inc. Class B Ordinary Shares","NASDAQ","Unknown",89150126,0.3050000071525574,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ENTX","Entera Bio Ltd. Ordinary Shares","NASDAQ","Unknown",88963049,1.940000057220459,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SKBL","Skyline Builders Group Holding Limited Class A Ordinary Shares","NASDAQ","Unknown",88861500,2.940000057220459,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"PLCE","Children's Place, Inc. (The) Common Stock","NASDAQ","Unknown",88228198,3.9800000190734863,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SPAI","Safe Pro Group Inc. Common Stock","NASDAQ","Unknown",87248803,4.159999847412109,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"IPSC","Century Therapeutics, Inc. Common Stock","NASDAQ","Unknown",86853094,0.9950000047683716,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"MTC","MMTec, Inc. Common Shares","NASDAQ","Unknown",86139075,3.4200000762939453,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"CHSN","Chanson International Holding Class A Ordinary Shares","NASDAQ","Unknown",85753316,2.200000047683716,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"JLHL","Julong Holding Limited Class A Ordinary Shares","NASDAQ","Unknown",85682362,4.03000020980835,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"CTOR","Citius Oncology, Inc. Common Stock","NASDAQ","Unknown",84797846,1,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"ZNB","Zeta Network Group Class A Ordinary Shares","NASDAQ","Unknown",84710543,0.5799999833106995,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"SLNG","Stabilis Solutions, Inc. Common Stock","NASDAQ","Unknown",84613170,4.550000190734863,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ABVE","Above Food Ingredients Inc. Common Stock","NASDAQ","Unknown",83442712,1.6299999952316284,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"TLSIW","TriSalus Life Sciences, Inc. Warrant","NASDAQ","Unknown",82940756,1.659999966621399,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"THCH","TH International Limited Ordinary shares","NASDAQ","Unknown",82776519,2.490000009536743,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BEAT","Heartbeam, Inc. Common Stock","NASDAQ","Unknown",82664551,2.4000000953674316,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"FGBI","First Guaranty Bancshares, Inc. Common Stock","NASDAQ","Unknown",82445325,5.369999885559082,6,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"ZENA","ZenaTech, Inc. Common Stock","NASDAQ","Unknown",81603597,3.200000047683716,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"NRXP","NRX Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown",80229957,2.7100000381469727,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"BMHL","Bluemount Holdings Limited Class B Ordinary Shares","NASDAQ","Unknown",79937140,3.3299999237060547,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SFWL","Shengfeng Development Limited Class A Ordinary Shares","NASDAQ","Unknown",78372637,0.949999988079071,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"KZIA","Kazia Therapeutics Limited American Depositary Shares","NASDAQ","Unknown",78104978,6.889999866485596,6,"SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"ATLN","Atlantic International Corp. Common Stock","NASDAQ","Unknown",77838899,1.3300000429153442,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"DLTH","Duluth Holdings Inc. Class B Common Stock","NASDAQ","Unknown",76390479,2.0799999237060547,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HLP","Hongli Group Inc. Ordinary Shares","NASDAQ","Unknown",76376300,1.0399999618530273,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ATOS","Atossa Therapeutics, Inc. Common Stock","NASDAQ","Unknown",76211140,0.5899999737739563,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SORA","AsiaStrategy Ordinary Shares","NASDAQ","Unknown",75835200,3.049999952316284,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NSPR","InspireMD Inc. Common Stock","NASDAQ","Unknown",75420371,1.7799999713897705,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"JFU","9F Inc. American Depositary Shares","NASDAQ","Unknown",75231598,6.389999866485596,8,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"LSE","Leishen Energy Holding Co., Ltd. Ordinary Shares","NASDAQ","Unknown",74399250,4.369999885559082,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MTEN","Mingteng International Corporation Inc. Class A Ordinary Shares","NASDAQ","Unknown",74299806,0.8349999785423279,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CBAT","CBAK Energy Technology, Inc. Common Stock","NASDAQ","Unknown",74028138,0.8399999737739563,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MCHX","Marchex, Inc. Class B Common Stock","NASDAQ","Unknown",72884393,1.659999966621399,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"XBIT","XBiotech Inc. Common Stock","NASDAQ","Unknown",72865677,2.390000104904175,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"FLNT","Fluent, Inc. Common Stock","NASDAQ","Unknown",72690233,2.4000000953674316,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"LFS","LEIFRAS Co., Ltd. American Depositary Shares","NASDAQ","Unknown",72464915,2.7699999809265137,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D"
"RITR","Reitar Logtech Holdings Limited Ordinary shares","NASDAQ","Unknown",71810313,1.149999976158142,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"DXR","Daxor Corporation Common Stock","NASDAQ","Unknown",71390000,14.75,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"CPBI","Central Plains Bancshares, Inc. Common Stock","NASDAQ","Unknown",71281236,16.920000076293945,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"PSTV","PLUS THERAPEUTICS, Inc. Common Stock","NASDAQ","Unknown",70404905,0.5099999904632568,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GENK","GEN Restaurant Group, Inc. Class A Common Stock","NASDAQ","Unknown",69508221,2.109999895095825,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CCG","Cheche Group Inc. Class A Ordinary Shares","NASDAQ","Unknown",69422540,0.8299999833106995,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ZTEK","Zentek Ltd. Common Stock","NASDAQ","Unknown",68676161,0.6399999856948853,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"PETS","PetMed Express, Inc. Common Stock","NASDAQ","Unknown",68382467,3.200000047683716,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"BYFC","Broadway Financial Corporation Class A Common Stock","NASDAQ","Unknown",68049727,7.400000095367432,10,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"NSTS","NSTS Bancorp, Inc. Common Stock","NASDAQ","Unknown",67845542,12.949999809265137,6,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"VRA","Vera Bradley, Inc. Common Stock","NASDAQ","Unknown",67651153,2.4200000762939453,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"TEAD","Teads Holding Co. Common Stock","NASDAQ","Unknown",67201914,0.7039999961853027,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"XCH","XCHG Limited American Depositary Share","NASDAQ","Unknown",67180238,1.1299999952316284,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RADX","Radiopharm Theranostics Limited American Depositary Shares","NASDAQ","Unknown",66576162,5.21999979019165,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"PODC","PodcastOne, Inc. Common Stock","NASDAQ","Unknown",66469511,2.4700000286102295,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"SUUN","PowerBank Corporation Common Stock","NASDAQ","Unknown",66319280,1.809999942779541,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"RCT","RedCloud Holdings plc Ordinary Shares","NASDAQ","Unknown",65897686,1.4900000095367432,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FORA","Forian Inc. Common Stock","NASDAQ","Unknown",65873174,2.119999885559082,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BYSI","BeyondSpring Inc. Ordinary Shares","NASDAQ","Unknown",65741682,1.6299999952316284,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"CYPH","Cypherpunk Technologies Inc. Common Stock","NASDAQ","Unknown",65716134,1.159999966621399,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HKIT","Hitek Global Inc. Class A Ordinary Share","NASDAQ","Unknown",65337582,2.2300000190734863,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"SOTK","Sono-Tek Corporation Common Stock","NASDAQ","Unknown",64870166,4.130000114440918,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CLST","Catalyst Bancorp, Inc. Common Stock","NASDAQ","Unknown",64790145,15.75,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"MREO","Mereo BioPharma Group plc American Depositary Shares","NASDAQ","Unknown",64649174,0.4169999957084656,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"AFCG","Advanced Flower Capital Inc. Common Stock","NASDAQ","Unknown",64394442,2.8499999046325684,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"NNBR","NN, Inc. Common Stock","NASDAQ","Unknown",64250637,1.2799999713897705,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MNOV","Medicinova Inc Common Stock","NASDAQ","Unknown",64250582,1.309999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"HOVR","New Horizon Aircraft Ltd. Class A Ordinary Share","NASDAQ","Unknown",63732128,1.4700000286102295,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HOUR","Hour Loop, Inc. Common Stock","NASDAQ","Unknown",63317376,1.7999999523162842,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ZEO","Zeo Energy Corporation Class A Common Stock","NASDAQ","Unknown",62707625,1.090000033378601,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"CDLX","Cardlytics, Inc. Common Stock","NASDAQ","Unknown",62165030,1.149999976158142,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FSEA","First Seacoast Bancorp, Inc. Common Stock","NASDAQ","Unknown",61997324,13.199999809265137,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"GOCO","GoHealth, Inc. Class A Common Stock","NASDAQ","Unknown",61735100,2.1500000953674316,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"UCL","uCloudlink Group Inc. American Depositary Shares","NASDAQ","Unknown",61717536,1.6399999856948853,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"CREX","Creative Realities, Inc. Common Stock","NASDAQ","Unknown",61331114,2.609999895095825,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LINK","Interlink Electronics, Inc. Common Stock","NASDAQ","Unknown",61110027,3.880000114440918,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"EJH","E-Home Household Service Holdings Limited Ordinary Shares","NASDAQ","Unknown",61042944,0.7630000114440918,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"UBXG","U-BX Technology Ltd. Class A Ordinary Shares","NASDAQ","Unknown",60577369,2,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NAMI","Jinxin Technology Holding Company American Depositary Shares","NASDAQ","Unknown",60434279,0.7639999985694885,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"BRRWW","ProCap Financial, Inc. Warrant","NASDAQ","Unknown",59616623,0.699999988079071,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"CPIX","Cumberland Pharmaceuticals Inc. Common Stock","NASDAQ","Unknown",59527375,3.9800000190734863,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"ESLA","Estrella Immunopharma, Inc. Common Stock","NASDAQ","Unknown",58914319,1.559999942779541,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"STSS","Sharps Technology Inc. Common Stock","NASDAQ","Unknown",58860666,2.0299999713897705,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BGL","Blue Gold Limited Class A Ordinary Shares","NASDAQ","Unknown",58697787,1.9199999570846558,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"ZBAI","ATIF Holdings Limited Ordinary Shares","NASDAQ","Unknown",58476825,5.670000076293945,11,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"AAME","Atlantic American Corporation Common Stock","NASDAQ","Unknown",57724155,2.8299999237060547,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"SAFX","XCF Global, Inc. Class A Common Stock","NASDAQ","Unknown",56872328,0.27300000190734863,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"SYPR","Sypris Solutions, Inc. Common Stock","NASDAQ","Unknown",56193127,2.440000057220459,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ONMD","OneMedNet Corp Class A Common Stock","NASDAQ","Unknown",56105726,1.100000023841858,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HFBL","Home Federal Bancorp, Inc. of Louisiana Common Stock","NASDAQ","Unknown",55588698,18,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"NTRB","Nutriband Inc. Common Stock","NASDAQ","Unknown",55273969,4.539999961853027,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"LASE","Laser Photonics Corporation Common Stock","NASDAQ","Unknown",55180304,2.4700000286102295,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"DSWL","Deswell Industries, Inc. Common Shares","NASDAQ","Unknown",55135927,3.4600000381469727,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MLGO","MicroAlgo, Inc. Class A Ordinary Shares","NASDAQ","Unknown",54973781,4.420000076293945,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D"
"LVO","LiveOne, Inc. Common Stock","NASDAQ","Unknown",54889465,4.71999979019165,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"AIRE","reAlpha Tech Corp. Common Stock","NASDAQ","Unknown",54545010,0.4169999957084656,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ZYBT","Zhengye Biotechnology Holding Limited Ordinary Shares","NASDAQ","Unknown",54500082,1.149999976158142,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"AIXC","AIxCrypto Holdings, Inc. Common Stock","NASDAQ","Unknown",54479595,2.3399999141693115,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MNY","MoneyHero Limited Class A Ordinary Shares","NASDAQ","Unknown",54437079,1.2599999904632568,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"STKS","The ONE Group Hospitality, Inc. Common Stock","NASDAQ","Unknown",54433367,1.75,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"VNCE","Vince Holding Corp. Common Stock","NASDAQ","Unknown",54424858,4.079999923706055,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ODYS","Odysight.ai Inc. Common Stock","NASDAQ","Unknown",53972302,3.299999952316284,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BRAG","Bragg Gaming Group Inc. Common Shares","NASDAQ","Unknown",53443904,2.0999999046325684,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"KBSX","FST Corp. Ordinary Shares","NASDAQ","Unknown",52849133,1.399999976158142,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ASRV","AmeriServ Financial Inc. Common Stock","NASDAQ","Unknown",52706032,3.190000057220459,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ISPO","Inspirato Incorporated Class A Common Stock","NASDAQ","Unknown",52665015,4.170000076293945,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"PPSI","Pioneer Power Solutions, Inc. Common Stock","NASDAQ","Unknown",52480608,4.730000019073486,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"LVRO","Lavoro Limited Class A Ordinary Shares","NASDAQ","Unknown",52473748,0.44999998807907104,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"ANL","Adlai Nortye Ltd. American Depositary Shares","NASDAQ","Unknown",52398381,1.4199999570846558,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"FKWL","Franklin Wireless Corp. Common Stock","NASDAQ","Unknown",51497304,4.369999885559082,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SLGB","Smart Logistics Global Limited Ordinary Shares","NASDAQ","Unknown",51250000,1.25,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"YIBO","Planet Image International Limited Class A Ordinary Shares","NASDAQ","Unknown",51187520,0.949999988079071,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"GMHS","Gamehaus Holdings Inc. Class A Ordinary Shares","NASDAQ","Unknown",50633757,0.9449999928474426,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DXLG","Destination XL Group, Inc. Common Stock","NASDAQ","Unknown",50256574,0.9200000166893005,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"ZENV","Zenvia Inc. Class A Common Stock","NASDAQ","Unknown",50028633,0.9629999995231628,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"INCR","Intercure Ltd. Ordinary Shares","NASDAQ","Unknown",49760015,0.9100000262260437,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, VOLUME_EXPLOSION"
"DFDVW","DeFi Development Corp. Warrant","NASDAQ","Unknown",48671879,1.5499999523162842,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"AIRG","Airgain, Inc. Common Stock","NASDAQ","Unknown",48550264,4.059999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DWSN","Dawson Geophysical Company Common Stock","NASDAQ","Unknown",48434570,1.559999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RCON","Recon Technology, Ltd. Class A Ordinary Shares","NASDAQ","Unknown",48391333,1.5800000429153442,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"TPCS","TechPrecision Corporation Common stock","NASDAQ","Unknown",48362549,4.829999923706055,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"YXT","YXT.COM GROUP HOLDING LIMITED American Depository Shares","NASDAQ","Unknown",48060426,0.800000011920929,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"LOOP","Loop Industries, Inc. Common Stock","NASDAQ","Unknown",48043068,1,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RAIN","Rain Enhancement Technologies Holdco, Inc. Class A Common Stock","NASDAQ","Unknown",47822785,5.840000152587891,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"BCG","Binah Capital Group, Inc. Common Stock","NASDAQ","Unknown",47815085,2.880000114440918,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"MDIA","Mediaco Holding Inc. Class A Common Stock","NASDAQ","Unknown",47472121,0.5799999833106995,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"AGH","Aureus Greenway Holdings Inc. Common Stock","NASDAQ","Unknown",47427336,3.1500000953674316,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ATHE","Alterity Therapeutics Limited American Depositary Shares","NASDAQ","Unknown",47271581,3.0799999237060547,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"PLUT","Plutus Financial Group Limited Ordinary Shares","NASDAQ","Unknown",47238750,3.315000057220459,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RAVE","Rave Restaurant Group, Inc. Common Stock","NASDAQ","Unknown",46898168,3.299999952316284,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI"
