Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,DataSource,Signals
"ALTO","Alto Ingredients, Inc. Common Stock","NASDAQ","Unknown",222746365,2.880000114440918,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NIOBW","NioCorp Developments Ltd. Warrant","NASDAQ","Unknown",222010949,1.86,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CURI","CuriosityStream Inc. Class A Common Stock","NASDAQ","Unknown",221534327,3.799999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GRRR","Gorilla Technology Group Inc. Ordinary shares","NASDAQ","Unknown",220826883,10.920000076293945,2,"yahoo","SMALL_MARKET_CAP"
"RGCO","RGC Resources Inc. Common Stock","NASDAQ","Unknown",220466310,21.299999237060547,2,"yahoo","SMALL_MARKET_CAP"
"IMMR","Immersion Corporation Common Stock","NASDAQ","Unknown",220295738,6.800000190734863,2,"yahoo","SMALL_MARKET_CAP"
"RCKY","Rocky Brands, Inc. Common Stock","NASDAQ","Unknown",219789840,29.329999923706055,2,"yahoo","SMALL_MARKET_CAP"
"DIBS","1stdibs.com, Inc. Common Stock","NASDAQ","Unknown",219319945,5.989999771118164,2,"yahoo","SMALL_MARKET_CAP"
"BNR","Burning Rock Biotech Limited American Depositary Shares","NASDAQ","Unknown",216946909,20.149999618530273,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GEOS","Geospace Technologies Corporation Common Stock (Texas)","NASDAQ","Unknown",216798071,16.90999984741211,2,"yahoo","SMALL_MARKET_CAP"
"FENC","Fennec Pharmaceuticals Inc. Common Stock","NASDAQ","Unknown",216077400,7.699999809265137,2,"yahoo","SMALL_MARKET_CAP"
"INBKZ","First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029","NASDAQ","Unknown",215649077,24.75,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LOVE","The Lovesac Company Common Stock","NASDAQ","Unknown",215602314,14.75,2,"yahoo","SMALL_MARKET_CAP"
"VABK","Virginia National Bankshares Corporation Common Stock","NASDAQ","Unknown",214916589,39.849998474121094,2,"yahoo","SMALL_MARKET_CAP"
"EFSI","Eagle Financial Services Inc Common Stock","NASDAQ","Unknown",213951689,39.79999923706055,2,"yahoo","SMALL_MARKET_CAP"
"HUHU","HUHUTECH International Group Inc. Ordinary Shares","NASDAQ","Unknown",213851471,10.100000381469727,2,"yahoo","SMALL_MARKET_CAP"
"NKSH","National Bankshares, Inc. Common Stock","NASDAQ","Unknown",213452014,33.529998779296875,2,"yahoo","SMALL_MARKET_CAP"
"PRQR","ProQR Therapeutics N.V. Ordinary Shares","NASDAQ","Unknown",212529305,2.0199999809265137,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MRAM","Everspin Technologies, Inc. Common Stock","NASDAQ","Unknown",212108450,9.279999732971191,2,"yahoo","SMALL_MARKET_CAP"
"RAIL","FreightCar America, Inc. Common Stock","NASDAQ","Unknown",211205703,11.069999694824219,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FLXS","Flexsteel Industries, Inc. Common Stock","NASDAQ","Unknown",210894213,39.4900016784668,2,"yahoo","SMALL_MARKET_CAP"
"CABA","Cabaletta Bio, Inc. Common Stock","NASDAQ","Unknown",210820797,2.190000057220459,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ANTA","Antalpha Platform Holding Company Class A Ordinary Shares","NASDAQ","Unknown",210629659,8.890000343322754,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"OPBK","OP Bancorp Common Stock","NASDAQ","Unknown",210184870,14.119999885559082,2,"yahoo","SMALL_MARKET_CAP"
"RDNW","RideNow Group, Inc. Class B Common Stock","NASDAQ","Unknown",210132611,5.519999980926514,2,"yahoo","SMALL_MARKET_CAP"
"CRMT","America's Car-Mart Inc Common Stock","NASDAQ","Unknown",209526825,25.260000228881836,2,"yahoo","SMALL_MARKET_CAP"
"PNBK","Patriot National Bancorp Inc. Common Stock","NASDAQ","Unknown",209283651,1.8200000524520874,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"DERM","Journey Medical Corporation Common Stock","NASDAQ","Unknown",209217828,7.710000038146973,2,"yahoo","SMALL_MARKET_CAP"
"SMTI","Sanara MedTech Inc. Common Stock","NASDAQ","Unknown",208647591,23.350000381469727,2,"yahoo","SMALL_MARKET_CAP"
"RDCM","Radcom Ltd. Ordinary Shares","NASDAQ","Unknown",208176257,13.079999923706055,2,"yahoo","SMALL_MARKET_CAP"
"SWKH","SWK Holdings Corporation Common Stock","NASDAQ","Unknown",208049583,17.200000762939453,2,"yahoo","SMALL_MARKET_CAP"
"RICK","RCI Hospitality Holdings, Inc. Common Stock","NASDAQ","Unknown",207895790,23.84000015258789,2,"yahoo","SMALL_MARKET_CAP"
"MDWD","MediWound Ltd. Ordinary Shares","NASDAQ","Unknown",207707600,18.459999084472656,2,"yahoo","SMALL_MARKET_CAP"
"CPSS","Consumer Portfolio Services, Inc. Common Stock","NASDAQ","Unknown",205922859,9.329999923706055,2,"yahoo","SMALL_MARKET_CAP"
"FOSL","Fossil Group, Inc. Common Stock","NASDAQ","Unknown",205448615,3.759999990463257,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"PRE","Prenetics Global Limited Class A Ordinary Share","NASDAQ","Unknown",205285201,15.75,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"DOYU","DouYu International Holdings Limited ADS","NASDAQ","Unknown",205216241,6.800000190734863,2,"yahoo","SMALL_MARKET_CAP"
"ATLO","Ames National Corporation Common Stock","NASDAQ","Unknown",204164154,22.959999084472656,2,"yahoo","SMALL_MARKET_CAP"
"TSSI","TSS, Inc. Common Stock","NASDAQ","Unknown",203934412,7.070000171661377,2,"yahoo","SMALL_MARKET_CAP"
"TKNO","Alpha Teknova, Inc. Common Stock","NASDAQ","Unknown",203410861,3.799999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"PLBY","Playboy, Inc. Common Stock","NASDAQ","Unknown",202583859,1.8799999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MRBK","Meridian Corporation Common Stock","NASDAQ","Unknown",202476876,17.579999923706055,3,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"HUMA","Humacyte, Inc. Common Stock","NASDAQ","Unknown",201400291,0.9610000252723694,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"TRUE","TrueCar, Inc. Common Stock","NASDAQ","Unknown",201004513,2.259999990463257,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"POWW","Outdoor Holding Company Common Stock","NASDAQ","Unknown",200259514,1.7100000381469727,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"EDIT","Editas Medicine, Inc. Common Stock","NASDAQ","Unknown",200118253,2.049999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CXDO","Crexendo, Inc. Common Stock","NASDAQ","Unknown",198829881,6.46999979019165,2,"yahoo","SMALL_MARKET_CAP"
"ENGNW","enGene Holdings Inc. Warrants","NASDAQ","Unknown",198274597,2.96,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NTHI","NeOnc Technologies Holdings, Inc. Common Stock","NASDAQ","Unknown",198238442,8.270000457763672,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FCAP","First Capital, Inc. Common Stock","NASDAQ","Unknown",198179518,59.20000076293945,2,"yahoo","SMALL_MARKET_CAP"
"PEBK","Peoples Bancorp of North Carolina, Inc. Common Stock","NASDAQ","Unknown",197631764,36.20000076293945,2,"yahoo","SMALL_MARKET_CAP"
"ALVOW","Alvotech Warrant","NASDAQ","Unknown",196143509,0.6499,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"STRZ","Starz Entertainment Corp. Common Shares","NASDAQ","Unknown",195753238,11.699999809265137,2,"yahoo","SMALL_MARKET_CAP"
"EWCZ","European Wax Center, Inc. Class A Common Stock","NASDAQ","Unknown",195697156,3.5999999046325684,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"HNNAZ","Hennessy Advisors, Inc. 4.875% Notes due 2026","NASDAQ","Unknown",194689000,25,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SRZN","Surrozen, Inc. Common Stock","NASDAQ","Unknown",193714115,22.600000381469727,2,"yahoo","SMALL_MARKET_CAP"
"NVCT","Nuvectis Pharma, Inc. Common Stock","NASDAQ","Unknown",193392465,7.550000190734863,2,"yahoo","SMALL_MARKET_CAP"
"STRS","Stratus Properties Inc. Common Stock","NASDAQ","Unknown",193312958,24.18000030517578,2,"yahoo","SMALL_MARKET_CAP"
"SHIP","Seanergy Maritime Holdings Corp. Common Stock","NASDAQ","Unknown",192928829,9.229999542236328,2,"yahoo","SMALL_MARKET_CAP"
"SNBR","Sleep Number Corporation Common Stock","NASDAQ","Unknown",192803400,8.460000038146973,2,"yahoo","SMALL_MARKET_CAP"
"SMID","Smith-Midland Corporation Common Stock","NASDAQ","Unknown",192769382,36.34000015258789,2,"yahoo","SMALL_MARKET_CAP"
"SGMT","Sagimet Biosciences Inc. Series A Common Stock","NASDAQ","Unknown",192527866,5.920000076293945,2,"yahoo","SMALL_MARKET_CAP"
"GIFI","Gulf Island Fabrication, Inc. Common Stock","NASDAQ","Unknown",191503374,11.970000267028809,4,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"MNSBP","MainStreet Bancshares, Inc. Depositary Shares","NASDAQ","Unknown",190712882,24.75,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"JAKK","JAKKS Pacific, Inc. Common Stock","NASDAQ","Unknown",190229650,16.8799991607666,2,"yahoo","SMALL_MARKET_CAP"
"TNXP","Tonix Pharmaceuticals Holding Corp. Common Stock","NASDAQ","Unknown",190142947,15.619999885559082,2,"yahoo","SMALL_MARKET_CAP"
"MASS","908 Devices Inc. Common Stock","NASDAQ","Unknown",190013135,5.25,2,"yahoo","SMALL_MARKET_CAP"
"GAMB","Gambling.com Group Limited Ordinary Shares","NASDAQ","Unknown",189805429,5.460000038146973,2,"yahoo","SMALL_MARKET_CAP"
"NNOX","NANO-X IMAGING LTD Ordinary Shares","NASDAQ","Unknown",189247887,2.799999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"OVBC","Ohio Valley Banc Corp. Common Stock","NASDAQ","Unknown",188345820,39.97999954223633,2,"yahoo","SMALL_MARKET_CAP"
"FNKO","Funko, Inc. Class A Common Stock","NASDAQ","Unknown",188328815,3.4000000953674316,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"REKR","Rekor Systems, Inc. Common Stock","NASDAQ","Unknown",188311456,1.3799999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RNAC","Cartesian Therapeutics, Inc. Common Stock","NASDAQ","Unknown",187485999,7.210000038146973,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CRNT","Ceragon Networks Ltd. Ordinary Shares","NASDAQ","Unknown",186562066,2.0999999046325684,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"QNCX","Quince Therapeutics, Inc. Common Stock","NASDAQ","Unknown",186532992,3.3499999046325684,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ESCA","Escalade, Incorporated Common Stock","NASDAQ","Unknown",186212520,13.489999771118164,3,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"CVRX","CVRx, Inc. Common Stock","NASDAQ","Unknown",186091774,7.099999904632568,2,"yahoo","SMALL_MARKET_CAP"
"SAMG","Silvercrest Asset Management Group Inc. Class A Common Stock","NASDAQ","Unknown",185901964,15.1899995803833,2,"yahoo","SMALL_MARKET_CAP"
"CGTX","Cognition Therapeutics, Inc. Common Stock","NASDAQ","Unknown",185773747,1.350000023841858,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VIASP","Via Renewables, Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock","NASDAQ","Unknown",185720356,25.360000610351562,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TAYD","Taylor Devices, Inc. Common Stock","NASDAQ","Unknown",184002675,58.459999084472656,2,"yahoo","SMALL_MARKET_CAP"
"MDXH","MDxHealth SA Ordinary Shares","NASDAQ","Unknown",183371336,3.569999933242798,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LPRO","Open Lending Corporation Common Stock","NASDAQ","Unknown",183193637,1.5499999523162842,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"INGN","Inogen, Inc Common Stock","NASDAQ","Unknown",182437799,6.71999979019165,2,"yahoo","SMALL_MARKET_CAP"
"RVMDW","Revolution Medicines, Inc. Warrant","NASDAQ","Unknown",181701285,0.9399,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"INBK","First Internet Bancorp Common Stock","NASDAQ","Unknown",181696182,20.8700008392334,2,"yahoo","SMALL_MARKET_CAP"
"ASYS","Amtech Systems, Inc. Common Stock","NASDAQ","Unknown",180177802,12.550000190734863,4,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"UTMD","Utah Medical Products, Inc. Common Stock","NASDAQ","Unknown",179277485,55.959999084472656,2,"yahoo","SMALL_MARKET_CAP"
"PDYN","Palladyne AI Corp. Common Stock","NASDAQ","Unknown",179079367,4.260000228881836,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ONEW","OneWater Marine Inc. Class A Common Stock","NASDAQ","Unknown",178827907,10.819999694824219,2,"yahoo","SMALL_MARKET_CAP"
"SABS","SAB Biotherapeutics, Inc. Common Stock","NASDAQ","Unknown",178049623,3.740000009536743,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SKIN","The Beauty Health Company Class A Common Stock","NASDAQ","Unknown",177229252,1.3899999856948853,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"UBFO","United Security Bancshares Common Stock","NASDAQ","Unknown",176988840,10.069999694824219,2,"yahoo","SMALL_MARKET_CAP"
"OSS","One Stop Systems, Inc. Common Stock","NASDAQ","Unknown",176021225,7.179999828338623,2,"yahoo","SMALL_MARKET_CAP"
"TTEC","TTEC Holdings, Inc. Common Stock","NASDAQ","Unknown",174778798,3.5999999046325684,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CBFV","CB Financial Services, Inc. Common Stock","NASDAQ","Unknown",174679381,34.86000061035156,2,"yahoo","SMALL_MARKET_CAP"
"ARCT","Arcturus Therapeutics Holdings Inc. Common Stock","NASDAQ","Unknown",174168852,6.130000114440918,2,"yahoo","SMALL_MARKET_CAP"
"NERV","Minerva Neurosciences, Inc Common Stock","NASDAQ","Unknown",173963080,4.019999980926514,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"OSUR","OraSure Technologies, Inc. Common Stock","NASDAQ","Unknown",173595143,2.4200000762939453,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FFAI","Faraday Future Intelligent Electric Inc. Class A Common Stock","NASDAQ","Unknown",172693778,1.0199999809265137,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NYXH","Nyxoah SA Ordinary Shares","NASDAQ","Unknown",172165419,4.599999904632568,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CZWI","Citizens Community Bancorp, Inc. Common Stock","NASDAQ","Unknown",172136656,17.81999969482422,2,"yahoo","SMALL_MARKET_CAP"
"CHRS","Coherus Oncology, Inc. Common Stock","NASDAQ","Unknown",171636838,1.4199999570846558,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"HCAT","Health Catalyst, Inc Common Stock","NASDAQ","Unknown",169046813,2.390000104904175,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SPWR","SunPower Inc. Common Stock","NASDAQ","Unknown",168965397,1.5700000524520874,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RGP","Resources Connection, Inc. Common Stock","NASDAQ","Unknown",168288090,5.039999961853027,2,"yahoo","SMALL_MARKET_CAP"
"SANG","Sangoma Technologies Corporation Common Shares","NASDAQ","Unknown",167969172,5.070000171661377,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"PMTS","CPI Card Group Inc. Common Stock","NASDAQ","Unknown",167169058,14.680000305175781,2,"yahoo","SMALL_MARKET_CAP"
"HNVR","Hanover Bancorp, Inc. Common Stock","NASDAQ","Unknown",166216133,23.110000610351562,2,"yahoo","SMALL_MARKET_CAP"
"ENLV","Enlivex Therapeutics Ltd. Ordinary Shares","NASDAQ","Unknown",166161120,0.703000009059906,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"TLSA","Tiziana Life Sciences Ltd. Common Shares","NASDAQ","Unknown",166079299,1.4900000095367432,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GNLX","Genelux Corporation Common Stock","NASDAQ","Unknown",165905722,4.360000133514404,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"IMPP","Imperial Petroleum Inc. Common Shares","NASDAQ","Unknown",165610428,3.619999885559082,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MXCT","MaxCyte, Inc. Common Stock","NASDAQ","Unknown",165344717,1.5499999523162842,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CBIO","Crescent Biopharma, Inc. Common Stock","NASDAQ","Unknown",164765240,11.859999656677246,2,"yahoo","SMALL_MARKET_CAP"
"RANI","Rani Therapeutics Holdings, Inc. Class A Common Stock","NASDAQ","Unknown",164053809,1.350000023841858,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FTCI","FTC Solar, Inc. Common Stock","NASDAQ","Unknown",162999840,10.90999984741211,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"WHF","WhiteHorse Finance, Inc. Common Stock","NASDAQ","Unknown",161539462,6.949999809265137,2,"yahoo","SMALL_MARKET_CAP"
"BVFL","BV Financial, Inc. Common Stock","NASDAQ","Unknown",161517236,18.139999389648438,2,"yahoo","SMALL_MARKET_CAP"
"DPRO","Draganfly Inc. Common Shares","NASDAQ","Unknown",160733593,6.909999847412109,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"WTF","Waton Financial Limited Ordinary Shares","NASDAQ","Unknown",159183658,3.299999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LARK","Landmark Bancorp Inc. Common Stock","NASDAQ","Unknown",159084110,26.190000534057617,2,"yahoo","SMALL_MARKET_CAP"
"CFBK","CF Bankshares Inc. Common Stock","NASDAQ","Unknown",158858521,24.950000762939453,2,"yahoo","SMALL_MARKET_CAP"
"DFDV","DeFi Development Corp. Common Stock","NASDAQ","Unknown",158576121,5.050000190734863,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"EBMT","Eagle Bancorp Montana, Inc. Common Stock","NASDAQ","Unknown",158248322,19.899999618530273,3,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"RELL","Richardson Electronics, Ltd. Common Stock","NASDAQ","Unknown",157684079,10.880000114440918,2,"yahoo","SMALL_MARKET_CAP"
"CNTB","Connect Biopharma Holdings Limited Ordinary Shares","NASDAQ","Unknown",157647907,2.819999933242798,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VTVT","vTv Therapeutics Inc. Class A Common Stock","NASDAQ","Unknown",157490977,39.9900016784668,3,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"INSG","Inseego Corp. Common Stock","NASDAQ","Unknown",157413168,10.270000457763672,2,"yahoo","SMALL_MARKET_CAP"
"MNSB","MainStreet Bancshares, Inc. Common Stock","NASDAQ","Unknown",156885426,20.360000610351562,2,"yahoo","SMALL_MARKET_CAP"
"QNRX","Quoin Pharmaceuticals, Ltd. American Depositary Shares","NASDAQ","Unknown",156482946,14.430000305175781,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"TMCI","Treace Medical Concepts, Inc. Common Stock","NASDAQ","Unknown",156109279,2.450000047683716,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BANX","ArrowMark Financial Corp. Common Stock","NASDAQ","Unknown",154979299,21.81999969482422,2,"yahoo","SMALL_MARKET_CAP"
"BCIC","BCP Investment Corporation Common Stock","NASDAQ","Unknown",154751199,11.829999923706055,2,"yahoo","SMALL_MARKET_CAP"
"SGC","Superior Group of Companies, Inc. Common Stock","NASDAQ","Unknown",154577907,9.680000305175781,2,"yahoo","SMALL_MARKET_CAP"
"NAKA","Kindly MD, Inc. Common Stock","NASDAQ","Unknown",154431647,0.35100001096725464,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FORR","Forrester Research, Inc. Common Stock","NASDAQ","Unknown",154304360,8.119999885559082,3,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"BZUN","Baozun Inc. American Depositary Shares","NASDAQ","Unknown",153608746,2.6600000858306885,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ECBK","ECB Bancorp, Inc. Common Stock","NASDAQ","Unknown",152977917,17.389999389648438,2,"yahoo","SMALL_MARKET_CAP"
"FTLF","FitLife Brands, Inc. Common Stock","NASDAQ","Unknown",152792741,16.270000457763672,2,"yahoo","SMALL_MARKET_CAP"
"FNWD","Finward Bancorp Common Stock","NASDAQ","Unknown",152267130,35.189998626708984,2,"yahoo","SMALL_MARKET_CAP"
"ACNT","Ascent Industries Co. Common Stock","NASDAQ","Unknown",151616339,16.190000534057617,2,"yahoo","SMALL_MARKET_CAP"
"RCMT","RCM Technologies, Inc. Common Stock","NASDAQ","Unknown",151507877,20.450000762939453,2,"yahoo","SMALL_MARKET_CAP"
"DOGZ","Dogness (International) Corporation Class A Common Stock","NASDAQ","Unknown",151162975,10.600000381469727,2,"yahoo","SMALL_MARKET_CAP"
"LUCD","Lucid Diagnostics Inc. Common Stock","NASDAQ","Unknown",150074472,1.090000033378601,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BFIN","BankFinancial Corporation Common Stock","NASDAQ","Unknown",149528136,12,2,"yahoo","SMALL_MARKET_CAP"
"CRBU","Caribou Biosciences, Inc. Common Stock","NASDAQ","Unknown",148614180,1.590000033378601,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CDXS","Codexis, Inc. Common Stock","NASDAQ","Unknown",147228744,1.6299999952316284,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RMBI","Richmond Mutual Bancorporation, Inc. Common Stock","NASDAQ","Unknown",146718098,14.039999961853027,2,"yahoo","SMALL_MARKET_CAP"
"FRD","Friedman Industries Inc. Common Stock","NASDAQ","Unknown",145728609,20.489999771118164,2,"yahoo","SMALL_MARKET_CAP"
"BSET","Bassett Furniture Industries, Incorporated Common Stock","NASDAQ","Unknown",145572500,16.760000228881836,2,"yahoo","SMALL_MARKET_CAP"
"MRSN","Mersana Therapeutics, Inc. Common Stock","NASDAQ","Unknown",144613838,28.93000030517578,2,"yahoo","SMALL_MARKET_CAP"
"OXSQ","Oxford Square Capital Corp. Common Stock","NASDAQ","Unknown",143738158,1.7599999904632568,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"APYX","Apyx Medical Corporation Common Stock","NASDAQ","Unknown",143603677,3.5,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NVX","NOVONIX Limited American Depository Shares","NASDAQ","Unknown",143405353,1.0099999904632568,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CGEN","Compugen Ltd. Ordinary Shares","NASDAQ","Unknown",143074862,1.5299999713897705,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CRBP","Corbus Pharmaceuticals Holdings, Inc. Common Stock","NASDAQ","Unknown",142881721,8.140000343322754,2,"yahoo","SMALL_MARKET_CAP"
"DMRC","Digimarc Corporation Common Stock","NASDAQ","Unknown",142725835,6.559999942779541,2,"yahoo","SMALL_MARKET_CAP"
"SGMO","Sangamo Therapeutics, Inc. Common Stock","NASDAQ","Unknown",141327685,0.41999998688697815,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"EXFY","Expensify, Inc. Class A Common Stock","NASDAQ","Unknown",140488763,1.5099999904632568,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SBFG","SB Financial Group, Inc. Common Stock","NASDAQ","Unknown",140268196,22.270000457763672,2,"yahoo","SMALL_MARKET_CAP"
"OBTC","Osprey Bitcoin Trust Common Units of Beneficial Interest","NASDAQ","Unknown",139988188,28.163999557495117,2,"yahoo","SMALL_MARKET_CAP"
"ARQ","Arq, Inc. Common Stock","NASDAQ","Unknown",139609001,3.2699999809265137,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ELTX","Elicio Therapeutics, Inc. Common Stock","NASDAQ","Unknown",139216547,7.960000038146973,2,"yahoo","SMALL_MARKET_CAP"
"BCBP","BCB Bancorp, Inc. (NJ) Common Stock","NASDAQ","Unknown",139031622,8.069999694824219,2,"yahoo","SMALL_MARKET_CAP"
"KGEI","Kolibri Global Energy Inc. Common stock","NASDAQ","Unknown",139030954,3.930000066757202,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LNSR","LENSAR, Inc. Common Stock","NASDAQ","Unknown",138915070,11.630000114440918,2,"yahoo","SMALL_MARKET_CAP"
"PCTTW","PureCycle Technologies, Inc. Warrant","NASDAQ","Unknown",138770742,0.7701,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SUIG","Sui Group Holdings Limited Common Stock","NASDAQ","Unknown",138725010,1.6699999570846558,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"IRD","Opus Genetics, Inc. Common Stock","NASDAQ","Unknown",138618058,2.009999990463257,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ANIK","Anika Therapeutics Inc. Common Stock","NASDAQ","Unknown",138587915,9.609999656677246,2,"yahoo","SMALL_MARKET_CAP"
"BDTX","Black Diamond Therapeutics, Inc. Common Stock","NASDAQ","Unknown",138449039,2.430000066757202,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MRCC","Monroe Capital Corporation Common Stock","NASDAQ","Unknown",138014586,6.369999885559082,2,"yahoo","SMALL_MARKET_CAP"
"XGN","Exagen Inc. Common Stock","NASDAQ","Unknown",137791642,6.079999923706055,2,"yahoo","SMALL_MARKET_CAP"
"BOOM","DMC Global Inc. Common Stock","NASDAQ","Unknown",137750325,6.690000057220459,2,"yahoo","SMALL_MARKET_CAP"
"ESOA","Energy Services of America Corporation Common Stock","NASDAQ","Unknown",136845980,8.170000076293945,2,"yahoo","SMALL_MARKET_CAP"
"KVHI","KVH Industries, Inc. Common Stock","NASDAQ","Unknown",136425559,6.96999979019165,2,"yahoo","SMALL_MARKET_CAP"
"SLDPW","Solid Power, Inc. Warrant","NASDAQ","Unknown",135206483,0.7078,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GCL","GCL Global Holdings Ltd Ordinary Shares","NASDAQ","Unknown",135160501,1.0700000524520874,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
